rule_id,rule_name,layer,module,applicable_group,rule_type,main_signal,secondary_signal,required_conditions,excluded_conditions,signal_position,root_status,strength_level,favorability,transformation_status,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence_base,validation_status,case_refs,notes,version
M1-CORE-046,男命正财｜透干且有根,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星透干且有根，并保持有效十神性质。,真合化；被判定为无效信号。,透干,有根,不确定,未定,无特殊,88,A03 生活经营 +6,primary_trigger,外显且有根，说明该类特质既容易被看见，也有足够结构支持，偏好辨识度较高。,你往往较容易先注意到对方身上的整洁、稳定、做事踏实和生活安排清楚等外显表现。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：visible_rooted。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-047,男命正财｜透干但无根,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星透干但无根，且未被完全否定。,真合化；另有更强相反证据。,透干,无根,不确定,未定,无特殊,82,A03 生活经营 +2；置信度降一级,primary_trigger,外显标签容易引起注意，但根气不足，不能单独证明稳定而持续的偏好。,第一印象容易受到整洁、稳定、做事踏实和生活安排清楚等外显表现影响，但是否构成稳定偏好，还要看其他信号是否支持。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：visible_unrooted。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-048,男命正财｜藏支且有根,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星主要藏支且有根，未透或外显度较低。,真合化；被判定为无效。,藏支,有根,不确定,未定,无特殊,84,A03 生活经营 +4,secondary_bonus,偏好存在但较隐性，更可能通过熟悉和观察逐渐被用户意识到。,你不一定第一眼就被这类人打动，但相处后更容易注意到对方的长期相处中持续投入、照顾日常细节和经营生活的能力。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：hidden_rooted。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-049,男命正财｜仅藏且较弱,L1 核心伴侣原型,夫妻星核心规则,男命,降级,正财,,该星仅藏、无明显根气或整体力量较弱。,有其他更强核心证据时不得抢占主结论。,藏支,无根或弱根,弱,未定,无特殊,78,A03 生活经营 -6；仅可作弱加分,secondary_bonus,证据不足以支持核心类型，只能在其他规则一致时作为轻微加分。,这类特质可能是加分项，但目前不足以单独定义你的核心心动类型。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,低,待验证,,状态代码：hidden_weak。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-050,男命正财｜旺而有序,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星力量强，且共享引擎判定结构有序、未失衡。,真合化；明显受损。,混合,有根或强支撑,强,未定,有序,92,A03 生活经营 +5,primary_attraction,强度提高偏好显著度；结构有序时优先使用成熟、可取的表达词。,你更容易注意务实但不沉闷、稳定且有温度的人。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：strong_ordered。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-051,男命正财｜旺而失衡,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星力量强，且共享引擎判定表达失衡、过度或缺少调节。,真合化。,混合,有根或强支撑,强,忌或失衡,无有效调节,91,A03 生活经营 +5；使用强化词；置信度不高于中,style_modifier,强度仍会提高注意敏感度，但文案改用强化版本，不能把失衡直接写成关系风险。,你对现实感强、重日常秩序和实际投入的人也可能较敏感；这不等于对方一定传统或适合长期关系。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：strong_unbalanced。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-052,男命正财｜力量中等,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星力量中等，且与其他证据不冲突。,另有明显更强核心信号时不得作为主结论。,混合,不确定,中,未定,无特殊,80,A03 生活经营 +2,secondary_bonus,中等信号适合作为稳定辅助；是否升级为核心依赖夫妻星主次判定。,你会在意这类特质，但它更可能是稳定加分项，而不是唯一的心动标准。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：medium。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-053,男命正财｜力量较弱,L1 核心伴侣原型,夫妻星核心规则,男命,降级,正财,,该星力量较弱，或仅有孤立证据。,不得在无其他支持时输出核心画像。,混合,无根或弱根,弱,未定,无特殊,76,A03 生活经营 -5,confidence,弱信号不宜直接生成核心结论，避免“盘中出现即成立”。,目前这类偏好的证据较弱，不宜把它写成你固定而明确的心动类型。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,低,待验证,,状态代码：weak。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-054,男命正财｜为喜且平衡,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星被共享引擎判定为喜用或有利，且强度平衡。,喜忌未定；结构失衡。,混合,不确定,中或强,喜,平衡,87,措辞成熟化；可 +2,style_modifier,喜忌不决定喜不喜欢，只决定优先采用成熟、协调的特质表述。,你更容易注意务实但不沉闷、稳定且有温度的人。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：fav_balanced。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-055,男命正财｜为忌且过强,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星被判定为忌，且力量过强或表达失衡。,该星很弱时不使用此规则。,混合,有根或强支撑,强,忌,失衡,86,不降低显著度；使用强化词,style_modifier,为忌不等于不吸引；当信号强时，仍可能敏感，只是更容易注意其强化版本。,你对现实感强、重日常秩序和实际投入的人也可能较敏感；这不等于对方一定传统或适合长期关系。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：unfav_excessive。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-056,男命正财｜喜忌未定,L1 核心伴侣原型,夫妻星核心规则,男命,降级,正财,,该星有效，但喜忌尚未形成可靠判断。,无。,混合,不确定,不确定,未定,未知,72,不加减分,style_modifier,只保留中性核心词，不使用成熟版或强化版评价。,当前只适合确认你会注意这类特质，不进一步判断它更偏温和成熟还是表达强烈。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：fav_unknown。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-057,男命正财｜有调节或结构有序,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星被共享引擎标记为有制化、受调节、得护或整体表达有序。,真合化；调节结论不确定。,混合,不确定,中或强,未定,有调节,89,措辞成熟化；可 +2,style_modifier,调节状态只用于选择更有边界、更协调的表达，不推出关系质量。,这类吸引更偏向稳定、务实并且懂得照顾生活感受的人。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：regulated。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-058,男命正财｜明显受损,L1 核心伴侣原型,夫妻星核心规则,男命,排除/降级,正财,,该星被共享引擎判定为明显受损、难以发挥或证据被削弱。,真合化另走排除规则。,混合,不确定,不确定,未定,明显受损,112,A03 生活经营 -8；通常降为辅助或移除,confidence,受损意味着该证据对心动画像的支撑变弱，不代表相反偏好自动成立。,正财型偏好证据受到削弱，不宜仅凭这一项给出确定的核心心动类型。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,低,待验证,,状态代码：damaged。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-059,男命正财｜被合但不化,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星发生合或牵引，但共享引擎明确判定未真化。,真合化。,混合,不确定,不确定,未定,合而不化,108,A03 生活经营 -2；不得删除原义,dual_preference,合而不化时保留原十神含义，但独立性下降，需要与被合信号并读。,该信号仍保留生活经营与持续投入的含义，但需要与发生牵引的另一信号一起解释。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：combined_not_transformed。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-060,男命正财｜真合化,L1 核心伴侣原型,夫妻星核心规则,男命,排除,正财,,共享基础引擎明确判定该星已真合化，原十神性质不再直接发挥。,合化条件不完整或存在争议时不得使用。,混合,不确定,不确定,未定,真合化,125,移除原A03 生活经营分值,none,真合化是门控规则：停止使用原星的核心画像，转交化神或重算后的有效信号。,本规则不直接生成用户文案；系统应改用合化后的有效信号重新判断。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,不适用,待验证,,状态代码：true_transformed。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-061,男命正财｜接近日主或日支,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,该星与日主或日支位置接近，且本身有效。,不得仅凭位置接近覆盖力量和主次判断。,近,不确定,不确定,未定,无特殊,79,A03 生活经营 +2,primary_trigger,距离只作为证据接近度，表示该偏好更容易进入具体互动层面的识别。,你更容易在具体相处中迅速识别对方是否踏实、可靠并愿意投入。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：near。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-062,男命正财｜位置较远,L1 核心伴侣原型,夫妻星核心规则,男命,降级,正财,,该星位置较远，且没有其他强支持。,若力量强、透干有根，可由其他规则提升。,远,不确定,不确定,未定,无特殊,70,不加分；必要时置信度降一级,secondary_bonus,远位不等于无效，只是不宜单独据此判断即时、明确的心动触发。,这一偏好更适合作为背景倾向，需要其他证据支持后再进入核心结论。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,中,待验证,,状态代码：far。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-063,男命正财｜同类信号重复且一致,L1 核心伴侣原型,夫妻星核心规则,男命,修正,正财,,同一夫妻星在多处重复出现，且各处状态大体一致、未真合化。,重复位置状态相互矛盾时转入全局冲突门控。,混合,不确定,中或强,未定,一致,85,A03 生活经营 +3；同维度累计上限 +5,primary_attraction,重复提高识别度，但不能按出现次数线性叠加，避免过度放大。,你对稳定投入、生活能力和现实行动的识别度较高。,不得推出对方一定传统顾家、擅长家务、经济条件好、性格保守、婚姻稳定或一定适合命主。,高,待验证,,状态代码：repeated。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-064,男命偏财｜基础主画像,L1 核心伴侣原型,夫妻星核心规则,男命,基础,偏财,,该夫妻星被共享基础引擎判定为有效且主导；另一夫妻星未形成势均或更强的未决竞争。,另一夫妻星势均且主次未决；该星已真合化；基础状态不确定。,混合,不确定,不确定,未定,无特殊,100,A04 魅力体验 +30,primary_attraction,偏财在本模型中映射流动性、社交魅力、灵活度、体验感、新鲜感与生活情趣。 当它成为主导夫妻星信号时，用于确定模型一的核心心动原型。,你比较容易被有魅力、反应灵活、会社交、能创造新鲜体验的人吸引。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,高,待验证,,状态代码：valid_dominant。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-065,男命偏财｜基础触发行为,L1 核心伴侣原型,夫妻星核心规则,男命,基础,偏财,,该星已进入核心主画像。,基础主画像未成立。,混合,不确定,不确定,未定,无特殊,95,不重复加分,primary_trigger,将抽象十神含义翻译为可观察的行为触发，避免只输出人格标签。,当对方会互动、能调动气氛，并让相处保持轻松和活力时，你更容易产生感觉。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,高,待验证,,状态代码：valid_dominant。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-066,男命偏财｜基础依据摘要,L1 核心伴侣原型,夫妻星核心规则,男命,基础,偏财,,该星已进入核心主画像。,基础主画像未成立。,混合,不确定,不确定,未定,无特殊,90,不加分,basis_summary,生成折叠命理依据，只解释该信号对应的心动维度，不延伸关系结果。,从传统八字取象看，偏财信号较明显，主要对应魅力体验。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,高,待验证,,状态代码：valid_dominant。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-067,男命偏财｜透干且有根,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星透干且有根，并保持有效十神性质。,真合化；被判定为无效信号。,透干,有根,不确定,未定,无特殊,88,A04 魅力体验 +6,primary_trigger,外显且有根，说明该类特质既容易被看见，也有足够结构支持，偏好辨识度较高。,你往往较容易先注意到对方身上的谈吐、社交表现、个人风格和互动氛围等外显表现。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,高,待验证,,状态代码：visible_rooted。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-068,男命偏财｜透干但无根,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星透干但无根，且未被完全否定。,真合化；另有更强相反证据。,透干,无根,不确定,未定,无特殊,82,A04 魅力体验 +2；置信度降一级,primary_trigger,外显标签容易引起注意，但根气不足，不能单独证明稳定而持续的偏好。,第一印象容易受到谈吐、社交表现、个人风格和互动氛围等外显表现影响，但是否构成稳定偏好，还要看其他信号是否支持。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,中,待验证,,状态代码：visible_unrooted。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-069,男命偏财｜藏支且有根,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星主要藏支且有根，未透或外显度较低。,真合化；被判定为无效。,藏支,有根,不确定,未定,无特殊,84,A04 魅力体验 +4,secondary_bonus,偏好存在但较隐性，更可能通过熟悉和观察逐渐被用户意识到。,你不一定第一眼就被这类人打动，但相处后更容易注意到对方的熟悉后逐渐显现的灵活度、生活情趣与创造体验的能力。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,中,待验证,,状态代码：hidden_rooted。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-070,男命偏财｜仅藏且较弱,L1 核心伴侣原型,夫妻星核心规则,男命,降级,偏财,,该星仅藏、无明显根气或整体力量较弱。,有其他更强核心证据时不得抢占主结论。,藏支,无根或弱根,弱,未定,无特殊,78,A04 魅力体验 -6；仅可作弱加分,secondary_bonus,证据不足以支持核心类型，只能在其他规则一致时作为轻微加分。,这类特质可能是加分项，但目前不足以单独定义你的核心心动类型。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,低,待验证,,状态代码：hidden_weak。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-071,男命偏财｜旺而有序,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星力量强，且共享引擎判定结构有序、未失衡。,真合化；明显受损。,混合,有根或强支撑,强,未定,有序,92,A04 魅力体验 +5,primary_attraction,强度提高偏好显著度；结构有序时优先使用成熟、可取的表达词。,你更容易注意有情趣但不飘忽、灵活而有分寸的人。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,高,待验证,,状态代码：strong_ordered。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-072,男命偏财｜旺而失衡,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星力量强，且共享引擎判定表达失衡、过度或缺少调节。,真合化。,混合,有根或强支撑,强,忌或失衡,无有效调节,91,A04 魅力体验 +5；使用强化词；置信度不高于中,style_modifier,强度仍会提高注意敏感度，但文案改用强化版本，不能把失衡直接写成关系风险。,你对外在吸引力强、节奏多变、很会制造氛围的人也可能较敏感；这不等于花心或感情选择多。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,中,待验证,,状态代码：strong_unbalanced。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-073,男命偏财｜力量中等,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星力量中等，且与其他证据不冲突。,另有明显更强核心信号时不得作为主结论。,混合,不确定,中,未定,无特殊,80,A04 魅力体验 +2,secondary_bonus,中等信号适合作为稳定辅助；是否升级为核心依赖夫妻星主次判定。,你会在意这类特质，但它更可能是稳定加分项，而不是唯一的心动标准。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,中,待验证,,状态代码：medium。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-074,男命偏财｜力量较弱,L1 核心伴侣原型,夫妻星核心规则,男命,降级,偏财,,该星力量较弱，或仅有孤立证据。,不得在无其他支持时输出核心画像。,混合,无根或弱根,弱,未定,无特殊,76,A04 魅力体验 -5,confidence,弱信号不宜直接生成核心结论，避免“盘中出现即成立”。,目前这类偏好的证据较弱，不宜把它写成你固定而明确的心动类型。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,低,待验证,,状态代码：weak。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-075,男命偏财｜为喜且平衡,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星被共享引擎判定为喜用或有利，且强度平衡。,喜忌未定；结构失衡。,混合,不确定,中或强,喜,平衡,87,措辞成熟化；可 +2,style_modifier,喜忌不决定喜不喜欢，只决定优先采用成熟、协调的特质表述。,你更容易注意有情趣但不飘忽、灵活而有分寸的人。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,高,待验证,,状态代码：fav_balanced。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-076,男命偏财｜为忌且过强,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星被判定为忌，且力量过强或表达失衡。,该星很弱时不使用此规则。,混合,有根或强支撑,强,忌,失衡,86,不降低显著度；使用强化词,style_modifier,为忌不等于不吸引；当信号强时，仍可能敏感，只是更容易注意其强化版本。,你对外在吸引力强、节奏多变、很会制造氛围的人也可能较敏感；这不等于花心或感情选择多。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,中,待验证,,状态代码：unfav_excessive。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-077,男命偏财｜喜忌未定,L1 核心伴侣原型,夫妻星核心规则,男命,降级,偏财,,该星有效，但喜忌尚未形成可靠判断。,无。,混合,不确定,不确定,未定,未知,72,不加减分,style_modifier,只保留中性核心词，不使用成熟版或强化版评价。,当前只适合确认你会注意这类特质，不进一步判断它更偏温和成熟还是表达强烈。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,中,待验证,,状态代码：fav_unknown。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-078,男命偏财｜有调节或结构有序,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星被共享引擎标记为有制化、受调节、得护或整体表达有序。,真合化；调节结论不确定。,混合,不确定,中或强,未定,有调节,89,措辞成熟化；可 +2,style_modifier,调节状态只用于选择更有边界、更协调的表达，不推出关系质量。,这类吸引更偏向有魅力、有情趣，同时保持边界与稳定感的人。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,高,待验证,,状态代码：regulated。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-079,男命偏财｜明显受损,L1 核心伴侣原型,夫妻星核心规则,男命,排除/降级,偏财,,该星被共享引擎判定为明显受损、难以发挥或证据被削弱。,真合化另走排除规则。,混合,不确定,不确定,未定,明显受损,112,A04 魅力体验 -8；通常降为辅助或移除,confidence,受损意味着该证据对心动画像的支撑变弱，不代表相反偏好自动成立。,偏财型偏好证据受到削弱，不宜仅凭这一项给出确定的核心心动类型。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,低,待验证,,状态代码：damaged。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-080,男命偏财｜被合但不化,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星发生合或牵引，但共享引擎明确判定未真化。,真合化。,混合,不确定,不确定,未定,合而不化,108,A04 魅力体验 -2；不得删除原义,dual_preference,合而不化时保留原十神含义，但独立性下降，需要与被合信号并读。,该信号仍保留魅力、互动与体验感的含义，但需要与发生牵引的另一信号一起解释。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,中,待验证,,状态代码：combined_not_transformed。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-081,男命偏财｜真合化,L1 核心伴侣原型,夫妻星核心规则,男命,排除,偏财,,共享基础引擎明确判定该星已真合化，原十神性质不再直接发挥。,合化条件不完整或存在争议时不得使用。,混合,不确定,不确定,未定,真合化,125,移除原A04 魅力体验分值,none,真合化是门控规则：停止使用原星的核心画像，转交化神或重算后的有效信号。,本规则不直接生成用户文案；系统应改用合化后的有效信号重新判断。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,不适用,待验证,,状态代码：true_transformed。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-082,男命偏财｜接近日主或日支,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,该星与日主或日支位置接近，且本身有效。,不得仅凭位置接近覆盖力量和主次判断。,近,不确定,不确定,未定,无特殊,79,A04 魅力体验 +2,primary_trigger,距离只作为证据接近度，表示该偏好更容易进入具体互动层面的识别。,你更容易在具体互动中迅速注意到对方的魅力、反应速度和氛围感。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,中,待验证,,状态代码：near。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-083,男命偏财｜位置较远,L1 核心伴侣原型,夫妻星核心规则,男命,降级,偏财,,该星位置较远，且没有其他强支持。,若力量强、透干有根，可由其他规则提升。,远,不确定,不确定,未定,无特殊,70,不加分；必要时置信度降一级,secondary_bonus,远位不等于无效，只是不宜单独据此判断即时、明确的心动触发。,这一偏好更适合作为背景倾向，需要其他证据支持后再进入核心结论。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,中,待验证,,状态代码：far。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-084,男命偏财｜同类信号重复且一致,L1 核心伴侣原型,夫妻星核心规则,男命,修正,偏财,,同一夫妻星在多处重复出现，且各处状态大体一致、未真合化。,重复位置状态相互矛盾时转入全局冲突门控。,混合,不确定,中或强,未定,一致,85,A04 魅力体验 +3；同维度累计上限 +5,primary_attraction,重复提高识别度，但不能按出现次数线性叠加，避免过度放大。,你对魅力、互动、新鲜体验和社交表现的识别度较高。,不得推出命主或对方花心、对象多、容易出轨、关系不稳定、经济条件好或一定外向。,高,待验证,,状态代码：repeated。本轮仅按传统男命/女命夫妻星口径；权重待案例校准。,0.2
M1-CORE-085,全局门控｜正偏夫妻星势均且主次未决,L1 核心伴侣原型,夫妻星全局门控,通用,路由,,,同一性别口径下，两类夫妻星均有效，分值接近或共享引擎无法判断主次。,其中一类夫妻星已有清晰主导结论。,不适用,不适用,不适用,不适用,不适用,135,暂停单一核心输出；转入 M1-DUAL,dual_preference,单一夫妻星核心规则不能覆盖两套势均的伴侣原型，必须由并见规则处理主次或并列。,你的心动标准可能同时包含两套明显偏好，需要结合两类信号的主次进一步说明。,不得直接写成感情复杂、选择多、花心、婚姻不稳。,中,待验证,,路由到 M1-DUAL；单星基础规则仍可作为组成部分，但不得单独定稿。,0.2
M1-CORE-086,全局门控｜夫妻星均不现或均不足,L1 核心伴侣原型,夫妻星全局门控,通用,降级路由,,,传统夫妻星均不现、真合化后不再成立，或全部低于最低证据阈值。,至少有一类夫妻星达到有效辅助或核心阈值。,不适用,不适用,不适用,不适用,不适用,132,不生成 M1-CORE 主画像；转入十神触发回退；置信度低,confidence,夫妻星不足时不能硬凑固定伴侣原型，只能依赖其他显著心动触发信号作低置信度说明。,你的心动标准不一定集中在某一种固定类型上，更可能根据具体相处中的交流、理解、独立感或氛围感产生好感。,不得推出没有对象、没有婚姻、没有异性缘或不会心动。,低,待验证,,后续转 M1-MOD、M1-PEACH；仍需保留“夫妻星证据不足”的依据说明。,0.2
M1-CORE-087,全局门控｜关键基础字段不确定,L1 核心伴侣原型,夫妻星全局门控,通用,排除/降级,,,旺衰、根气、合化或夫妻星主次中至少一项关键字段标记为不确定，且会影响核心结论。,不确定字段不影响当前主次判断。,不适用,不适用,不适用,不适用,不适用,140,禁止高置信度；必要时暂停主画像,confidence,模型一不自行补算基础命理；关键底层特征未确认时必须显式降级。,目前只能确认大致的心动方向，细节仍需要更完整的命盘结构支持。,不得用主观印象补齐缺失信息，不得伪装成确定结论。,低,待验证,,属于数据质量门控。,0.2
M1-CORE-088,全局门控｜真合化优先,L1 核心伴侣原型,夫妻星全局门控,通用,排除,,,共享基础引擎对某夫妻星给出无争议的真合化结论。,仅合而不化、合化条件有争议或底层未确认。,不适用,不适用,不适用,不适用,不适用,150,移除原十神全部核心分值并重算,none,真合化改变有效信号，优先级高于透藏、强弱、远近和重复等普通修正。,本规则不直接展示；系统应依据合化后的有效信号重新生成心动画像。,不得一边判真合化，一边继续按原夫妻星输出核心画像。,不适用,待验证,,与各单星真合化规则形成双保险。,0.2
M1-CORE-089,全局门控｜状态证据互相冲突,L1 核心伴侣原型,夫妻星全局门控,通用,冲突消解,,,同一夫妻星在不同位置呈现明显冲突状态，例如一处有力、一处严重受损，且无法由共享引擎归并。,共享引擎已给出清晰的总体有效性与主次结论。,不适用,不适用,不适用,不适用,不适用,138,同维度不线性相加；置信度降一级；必要时只保留中性表述,confidence,冲突证据说明该偏好可能存在但表达不稳定，不能只选有利证据。,你可能会注意这类特质，但它是否构成稳定、清晰的核心偏好，目前证据并不完全一致。,不得选择性忽略受损或相反证据，不得输出高置信度。,中或低,待验证,,需在案例验证表记录冲突来源。,0.2
M1-CORE-090,全局门控｜重复证据封顶,L1 核心伴侣原型,夫妻星全局门控,通用,计分约束,,,同一心动维度由同一夫妻星在多个位置重复支持。,不同来源、不同维度的独立证据不适用此封顶。,不适用,不适用,不适用,不适用,不适用,145,同维度重复加分累计上限 +5,none,同类证据相关性高，不能按出现次数线性叠加，否则会夸大单一维度。,本规则不单独展示，只用于控制模型不要重复强调同一种特质。,不得因同一十神出现多次就输出多个重复标签或宣称偏好绝对。,不适用,待验证,,未来 Excel 应设置自动封顶。,0.2
