global_id,model,module_id,module_name,record_class,rule_name,layer,rule_type,main_signal,output_slot,priority,validation_status,runtime_load,source_file,native_reference
M2-SELF-035,M2,M2.SELF,自我选择位置,executable_rule,印星强而有序｜内部标准集中,L5 状态修正,修正,印星强而有序,self_support_basis,86,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:36
M2-SELF-036,M2,M2.SELF,自我选择位置,executable_rule,印星弱或不现｜不得推断没有标准,L8 边界与禁用规则,降级,印星弱、不现或无法支持,self_support_basis,89,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:37
M2-SELF-037,M2,M2.SELF,自我选择位置,executable_rule,正印｜稳定参考与安全确认,L1 自我选择位置,基础,有效正印,self_support_basis,83,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:38
M2-SELF-038,M2,M2.SELF,自我选择位置,executable_rule,正印透干且有根｜内部标准较易被意识到,L5 状态修正,修正,正印透干且有根,selection_clarity,84,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:39
M2-SELF-039,M2,M2.SELF,自我选择位置,executable_rule,正印藏支有根｜标准较内隐但可持续,L5 状态修正,修正,正印藏支且有根,self_support_basis,82,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:40
M2-SELF-040,M2,M2.SELF,自我选择位置,executable_rule,正印旺而平衡｜价值与信任标准稳定,L5 状态修正,修正,正印旺而平衡,self_support_basis,86,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:41
M2-SELF-041,M2,M2.SELF,自我选择位置,executable_rule,正印过度集中｜内部确认很强但表达不可假定,L5 状态修正,修正,正印过旺或支持过度集中,selection_clarity,87,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:42
M2-SELF-042,M2,M2.SELF,自我选择位置,executable_rule,正印弱、远或无根｜仅作轻微内部参考,L5 状态修正,降级,正印弱远无根,secondary_self_signal,79,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:43
M2-SELF-043,M2,M2.SELF,自我选择位置,executable_rule,正印受制但仍可用｜成熟筛选后的内部确认,L5 状态修正,修正,正印受制但原性质仍有效,self_support_basis,84,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:44
M2-SELF-044,M2,M2.SELF,自我选择位置,executable_rule,正印真合化｜停止按正印解释,L8 边界与禁用规则,排除,正印真合化,none,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:45
M2-SELF-045,M2,M2.SELF,自我选择位置,executable_rule,偏印｜独立认知与私人确认,L1 自我选择位置,基础,有效偏印,self_support_basis,83,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:46
M2-SELF-046,M2,M2.SELF,自我选择位置,executable_rule,偏印透干且有根｜独立判断较易被表达,L5 状态修正,修正,偏印透干且有根,selection_clarity,84,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:47
M2-SELF-047,M2,M2.SELF,自我选择位置,executable_rule,偏印藏支有根｜私人标准隐性但稳定,L5 状态修正,修正,偏印藏支且有根,self_support_basis,82,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:48
M2-SELF-048,M2,M2.SELF,自我选择位置,executable_rule,偏印旺而平衡｜独立识别力增强,L5 状态修正,修正,偏印旺而平衡,self_support_basis,86,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:49
M2-SELF-049,M2,M2.SELF,自我选择位置,executable_rule,偏印过度集中｜私人标准集中但需防止过度确定,L5 状态修正,修正,偏印过旺或过度集中,selection_clarity,87,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:50
M2-SELF-050,M2,M2.SELF,自我选择位置,executable_rule,偏印弱、远或无根｜独特判断只作辅助,L5 状态修正,降级,偏印弱远无根,secondary_self_signal,79,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:51
M2-SELF-051,M2,M2.SELF,自我选择位置,executable_rule,偏印受制但仍可用｜独立判断接受现实校验,L5 状态修正,修正,偏印受制但原性质仍有效,self_support_basis,84,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:52
M2-SELF-052,M2,M2.SELF,自我选择位置,executable_rule,偏印真合化｜停止按偏印解释,L8 边界与禁用规则,排除,偏印真合化,none,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:53
M2-SELF-053,M2,M2.SELF,自我选择位置,executable_rule,印强而比劫弱｜内心清楚，外在表达待确认,L1 自我选择位置,组合,印星有效且明显＋比劫弱,agency_pattern_candidate,92,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:54
M2-SELF-054,M2,M2.SELF,自我选择位置,executable_rule,正偏印并见｜两套内部参考系统,L5 状态修正,组合路由,正印与偏印均有效,selection_clarity,93,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:55
M2-SELF-055,M2,M2.SELF,自我选择位置,executable_rule,比劫支持｜边界与选择权基础,L1 自我选择位置,基础,有效比肩或劫财,self_support_basis,83,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:56
M2-SELF-056,M2,M2.SELF,自我选择位置,executable_rule,比劫适度且平衡｜边界可表达也可协商,L1 自我选择位置,修正,比劫适度平衡,agency_pattern_candidate,87,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:57
M2-SELF-057,M2,M2.SELF,自我选择位置,executable_rule,比劫弱或不现｜不得推断没有边界,L8 边界与禁用规则,降级,比劫弱、不现或无法支持,self_support_basis,90,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:58
M2-SELF-058,M2,M2.SELF,自我选择位置,executable_rule,比劫过度集中｜自主表达增强但协商不可假定,L5 状态修正,修正,比劫过旺或支持过度集中,agency_pattern_candidate,88,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:59
M2-SELF-059,M2,M2.SELF,自我选择位置,executable_rule,比肩｜平等位置与条件表达,L1 自我选择位置,基础,有效比肩,self_support_basis,84,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:60
M2-SELF-060,M2,M2.SELF,自我选择位置,executable_rule,比肩透干且有根｜边界标准较外显,L5 状态修正,修正,比肩透干且有根,agency_pattern_candidate,86,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:61
M2-SELF-061,M2,M2.SELF,自我选择位置,executable_rule,比肩藏支有根｜边界真实但未必先说,L5 状态修正,修正,比肩藏支且有根,self_support_basis,83,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:62
M2-SELF-062,M2,M2.SELF,自我选择位置,executable_rule,比肩旺而平衡｜主动筛选的重要支持,L5 状态修正,修正,比肩旺而平衡,agency_pattern_candidate,89,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:63
M2-SELF-063,M2,M2.SELF,自我选择位置,executable_rule,比肩过度集中｜自主性高但不等于固执,L5 状态修正,修正,比肩过旺或过度集中,agency_pattern_candidate,88,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:64
M2-SELF-064,M2,M2.SELF,自我选择位置,executable_rule,比肩弱、远或无根｜边界证据仅作辅助,L5 状态修正,降级,比肩弱远无根,secondary_self_signal,80,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:65
M2-SELF-065,M2,M2.SELF,自我选择位置,executable_rule,比肩受制但仍可用｜边界通过协商表达,L5 状态修正,修正,比肩受制但原性质仍有效,agency_pattern_candidate,85,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:66
M2-SELF-066,M2,M2.SELF,自我选择位置,executable_rule,比肩真合化｜停止按比肩解释,L8 边界与禁用规则,排除,比肩真合化,none,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:67
M2-SELF-067,M2,M2.SELF,自我选择位置,executable_rule,劫财｜行动性边界与节奏调整,L1 自我选择位置,基础,有效劫财,self_support_basis,84,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:68
M2-SELF-068,M2,M2.SELF,自我选择位置,executable_rule,劫财透干且有根｜选择权通过行动外显,L5 状态修正,修正,劫财透干且有根,agency_pattern_candidate,86,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:69
M2-SELF-069,M2,M2.SELF,自我选择位置,executable_rule,劫财藏支有根｜关键时刻通过行动保留选择,L5 状态修正,修正,劫财藏支且有根,self_support_basis,83,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:70
M2-SELF-070,M2,M2.SELF,自我选择位置,executable_rule,劫财旺而平衡｜主动调整能力增强,L5 状态修正,修正,劫财旺而平衡,agency_pattern_candidate,89,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:71
M2-SELF-071,M2,M2.SELF,自我选择位置,executable_rule,劫财过度集中｜节奏主导增加但不等于冲动,L5 状态修正,修正,劫财过旺或过度集中,selection_clarity,88,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:72
M2-SELF-072,M2,M2.SELF,自我选择位置,executable_rule,劫财弱、远或无根｜行动边界仅作提示,L5 状态修正,降级,劫财弱远无根,secondary_self_signal,80,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:73
M2-SELF-073,M2,M2.SELF,自我选择位置,executable_rule,劫财受制但仍可用｜行动边界更有规则,L5 状态修正,修正,劫财受制但原性质仍有效,agency_pattern_candidate,85,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:74
M2-SELF-074,M2,M2.SELF,自我选择位置,executable_rule,劫财真合化｜停止按劫财解释,L8 边界与禁用规则,排除,劫财真合化,none,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:75
M2-SELF-075,M2,M2.SELF,自我选择位置,executable_rule,比劫强而印弱｜能表达与拒绝，理由可能更经验化,L1 自我选择位置,组合,比劫有效且明显＋印星弱,selection_clarity,92,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:76
M2-SELF-076,M2,M2.SELF,自我选择位置,executable_rule,印比同时适度有效｜自主与协商的强证据,L1 自我选择位置,组合,印星与比劫均适度有效,agency_pattern_candidate,95,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:77
M2-SELF-077,M2,M2.SELF,自我选择位置,executable_rule,自我力量明显高于夫妻星｜主动筛选候选,L1 自我选择位置,模式候选,自我支持明显高于夫妻星牵引,agency_pattern_candidate,92,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:78
M2-SELF-078,M2,M2.SELF,自我选择位置,executable_rule,自我力量略高于夫妻星｜主动与双向之间,L1 自我选择位置,模式候选,自我支持略高于夫妻星牵引,agency_pattern_candidate,88,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:79
M2-SELF-079,M2,M2.SELF,自我选择位置,executable_rule,自我与夫妻星力量平衡｜双向确认候选,L1 自我选择位置,模式候选,自我支持与夫妻星牵引大致平衡,agency_pattern_candidate,93,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:80
M2-SELF-080,M2,M2.SELF,自我选择位置,executable_rule,夫妻星牵引略高于自我支持｜对方节奏参与增加,L1 自我选择位置,修正,夫妻星牵引略高于自我支持,agency_pattern_candidate,88,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:81
M2-SELF-081,M2,M2.SELF,自我选择位置,executable_rule,夫妻星明显高于自我且支持不足｜易受对方节奏推动候选,L1 自我选择位置,模式候选,夫妻星明显强于自我支持,agency_pattern_candidate,96,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:82
M2-SELF-082,M2,M2.SELF,自我选择位置,executable_rule,夫妻星较强但比劫边界可靠｜不得直接判受推动,L1 自我选择位置,组合,夫妻星较强＋比劫/G13可靠,agency_pattern_candidate,97,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:83
M2-SELF-083,M2,M2.SELF,自我选择位置,executable_rule,夫妻星近位或进入夫妻宫｜关系牵引权重增强,L5 状态修正,修正,夫妻星近位/入夫妻宫,self_support_basis,86,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:84
M2-SELF-084,M2,M2.SELF,自我选择位置,executable_rule,夫妻星强但远位｜理想牵引不等于现实推动,L5 状态修正,降级,夫妻星强但远位,self_support_basis,88,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:85
M2-SELF-085,M2,M2.SELF,自我选择位置,executable_rule,夫妻星弱或远｜不得反推主动筛选,L8 边界与禁用规则,门控,夫妻星弱、远或无有效信号,agency_pattern,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:86
M2-SELF-086,M2,M2.SELF,自我选择位置,executable_rule,自我与夫妻星都强｜高参与双向候选,L1 自我选择位置,组合,自我支持强＋夫妻星牵引强,agency_pattern_candidate,94,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:87
M2-SELF-087,M2,M2.SELF,自我选择位置,executable_rule,自我与夫妻星都弱｜情境化与低置信,L1 自我选择位置,降级,自我支持弱＋夫妻星牵引弱,agency_pattern_candidate,95,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:88
M2-SELF-088,M2,M2.SELF,自我选择位置,executable_rule,自我支持强＋GATE与CORE清楚｜主动筛选强候选,L1 自我选择位置,组合,自我支持强＋门槛与资格证据清楚,agency_pattern_candidate,97,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:89
M2-SELF-089,M2,M2.SELF,自我选择位置,executable_rule,自我支持强＋GATE/CORE不清｜只有选择权，标准内容情境化,L1 自我选择位置,组合,自我支持强＋门槛内容弱,selection_clarity,96,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:90
M2-SELF-090,M2,M2.SELF,自我选择位置,executable_rule,力量平衡＋GATE与CORE同维度｜双向确认高候选,L1 自我选择位置,组合,自我与关系平衡＋门槛证据收敛,agency_pattern_candidate,98,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:91
M2-SELF-091,M2,M2.SELF,自我选择位置,executable_rule,力量平衡＋GATE与CORE异维度｜协商或双重标准候选,L1 自我选择位置,组合路由,自我与关系平衡＋门槛证据异维度,selection_clarity,97,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:92
M2-SELF-092,M2,M2.SELF,自我选择位置,executable_rule,自我支持偏弱＋GATE/CORE清楚｜标准内容清楚，执行更受节奏影响,L1 自我选择位置,组合,自我支持偏弱＋门槛证据清楚,agency_pattern_candidate,97,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:93
M2-SELF-093,M2,M2.SELF,自我选择位置,executable_rule,自我支持偏弱＋GATE/CORE也弱｜低置信情境化,L1 自我选择位置,降级,自我支持偏弱＋门槛证据弱,agency_pattern_candidate,98,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:94
M2-SELF-094,M2,M2.SELF,自我选择位置,executable_rule,夫妻星占优仅来自单一争议证据｜不得锁定A03,L8 边界与禁用规则,门控,夫妻星占优但证据单一,agency_pattern,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:95
M2-SELF-095,M2,M2.SELF,自我选择位置,executable_rule,夫妻星类型｜不得直接决定agency,L8 边界与禁用规则,门控,正官/七杀/正财/偏财类型,agency_pattern,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:96
M2-SELF-096,M2,M2.SELF,自我选择位置,executable_rule,夫妻星重复或多现｜不等于被关系控制,L8 边界与禁用规则,门控,夫妻星重复/多现,none,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:97
M2-SELF-097,M2,M2.SELF,自我选择位置,executable_rule,夫妻星入宫＋自我支持不足｜外部推进候选增强,L1 自我选择位置,组合,夫妻星入夫妻宫＋自我支持不足,agency_pattern_candidate,96,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:98
M2-SELF-098,M2,M2.SELF,自我选择位置,executable_rule,夫妻星入宫＋自我支持充分｜双向确认优先,L1 自我选择位置,组合,夫妻星入夫妻宫＋自我支持充分,agency_pattern_candidate,97,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:99
M2-SELF-099,M2,M2.SELF,自我选择位置,executable_rule,自我支持过度集中＋夫妻星弱｜主动候选但标准可能单边,L1 自我选择位置,组合,自我支持过度集中＋夫妻星弱,agency_pattern_candidate,91,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:100
M2-SELF-100,M2,M2.SELF,自我选择位置,executable_rule,相对力量分差接近阈值｜转双向或情境化,L8 边界与禁用规则,门控,自我与夫妻星分差接近阈值,agency_pattern_candidate,99,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:101
M2-SELF-101,M2,M2.SELF,自我选择位置,executable_rule,主动筛选型｜核心候选条件,L1 自我选择位置,模式候选,A01 主动筛选型,agency_pattern_candidate,97,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:102
M2-SELF-102,M2,M2.SELF,自我选择位置,executable_rule,主动筛选型｜最低独立证据,L8 边界与禁用规则,门控,A01 主动筛选型,agency_pattern,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:103
M2-SELF-103,M2,M2.SELF,自我选择位置,executable_rule,主动筛选型｜门槛内容不足时降级,L5 状态修正,降级,A01候选＋GATE/CORE弱,selection_clarity,96,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:104
M2-SELF-104,M2,M2.SELF,自我选择位置,executable_rule,双向确认型｜核心候选条件,L1 自我选择位置,模式候选,A02 双向确认型,agency_pattern_candidate,98,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:105
M2-SELF-105,M2,M2.SELF,自我选择位置,executable_rule,双向确认型｜协商证据门槛,L8 边界与禁用规则,门控,A02 双向确认型,agency_pattern,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:106
M2-SELF-106,M2,M2.SELF,自我选择位置,executable_rule,易受对方节奏推动型｜核心候选条件,L1 自我选择位置,模式候选,A03 易受对方节奏推动型,agency_pattern_candidate,98,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:107
M2-SELF-107,M2,M2.SELF,自我选择位置,executable_rule,易受推动型｜必须使用中性限定语,L7 自然语言输出,输出,A03 用户文案,agency_pattern,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:108
M2-SELF-108,M2,M2.SELF,自我选择位置,executable_rule,情境化选择型｜核心候选条件,L1 自我选择位置,模式候选,A04 情境化选择型,agency_pattern_candidate,97,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:109
M2-SELF-109,M2,M2.SELF,自我选择位置,executable_rule,标准清楚｜selection_clarity判定,L1 自我选择位置,输出,C01 标准清楚,selection_clarity,94,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:110
M2-SELF-110,M2,M2.SELF,自我选择位置,executable_rule,双重标准｜selection_clarity判定,L1 自我选择位置,组合路由,C02 双重标准,selection_clarity,96,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:111
M2-SELF-111,M2,M2.SELF,自我选择位置,executable_rule,标准情境化｜selection_clarity判定,L1 自我选择位置,输出,C03 情境化,selection_clarity,94,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:112
M2-SELF-112,M2,M2.SELF,自我选择位置,executable_rule,标准信号较弱｜selection_clarity判定,L1 自我选择位置,降级,C04 信号较弱,selection_clarity,98,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:113
M2-SELF-113,M2,M2.SELF,自我选择位置,executable_rule,内心标准清楚但表达条件性｜复合输出,L7 自然语言输出,输出,S02高＋S03/S04低,agency_pattern_candidate,95,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:114
M2-SELF-114,M2,M2.SELF,自我选择位置,executable_rule,边界执行清楚但内部标准经验化｜复合输出,L7 自然语言输出,输出,S03/S04高＋S02低,selection_clarity,95,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:115
M2-SELF-115,M2,M2.SELF,自我选择位置,executable_rule,自主模式并列｜排序与保留规则,L8 边界与禁用规则,门控,两个自主模式分值接近,agency_pattern_candidate,99,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:116
M2-SELF-116,M2,M2.SELF,自我选择位置,executable_rule,SELF置信度｜高、中、低初始标准,L7 自然语言输出,输出,SELF综合置信度,confidence,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:117
M2-SELF-117,M2,M2.SELF,自我选择位置,executable_rule,SELF与GATE接口｜门槛内容由夫妻宫提供,L1 自我选择位置,组合,SELF自主位置＋可靠GATE,agency_pattern_candidate,96,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:118
M2-SELF-118,M2,M2.SELF,自我选择位置,executable_rule,SELF与CORE接口｜资格证据如何被用户执行,L1 自我选择位置,组合,SELF自主位置＋可靠CORE,agency_pattern_candidate,96,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:119
M2-SELF-119,M2,M2.SELF,自我选择位置,executable_rule,SELF、GATE、CORE三者收敛｜高清晰度选择结构,L1 自我选择位置,组合,SELF＋GATE＋CORE收敛,selection_clarity,99,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:120
M2-SELF-120,M2,M2.SELF,自我选择位置,executable_rule,主动筛选＋GATE/CORE清楚｜标准先行型表达,L7 自然语言输出,输出,A01＋可靠GATE/CORE,user_explanation_template,90,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:121
M2-SELF-121,M2,M2.SELF,自我选择位置,executable_rule,双向确认＋GATE/CORE清楚｜互动确认型表达,L7 自然语言输出,输出,A02＋可靠GATE/CORE,user_explanation_template,90,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:122
M2-SELF-122,M2,M2.SELF,自我选择位置,executable_rule,易受推动＋GATE/CORE清楚｜先推进后复核型表达,L7 自然语言输出,输出,A03＋可靠GATE/CORE,user_explanation_template,91,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:123
M2-SELF-123,M2,M2.SELF,自我选择位置,executable_rule,情境化＋GATE/CORE局部清楚｜保留核心、弱化固定模式,L7 自然语言输出,输出,A04＋局部可靠门槛,user_explanation_template,90,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:124
M2-SELF-124,M2,M2.SELF,自我选择位置,executable_rule,GATE清楚而CORE不现｜门槛清楚、资格证据开放,L1 自我选择位置,组合,可靠GATE＋CORE无有效信号,selection_clarity,94,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:125
M2-SELF-125,M2,M2.SELF,自我选择位置,executable_rule,CORE清楚而GATE较弱｜资格证据清楚、内在门槛情境化,L1 自我选择位置,组合,可靠CORE＋GATE弱,selection_clarity,94,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:126
M2-SELF-126,M2,M2.SELF,自我选择位置,executable_rule,GATE与CORE都弱｜SELF不能独立完成M2,L8 边界与禁用规则,门控,SELF可用但GATE/CORE均弱,confidence,100,待验证,是,M2_SELF_自我选择位置原子规则表_V0.4.csv,M2_SELF_自我选择位置原子规则表_V0.4.csv:127
