global_id,model,module_id,module_name,record_class,source_id,source_version,source_file,source_sheet,source_row,layer,rule_type,applicable_group,rule_name,main_signal,secondary_signal,required_conditions,excluded_conditions,enhancing_conditions,weakening_conditions,exception_conditions,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence,validation_status,audit_status,upstream_dependencies,downstream_consumers,runtime_load,migration_status,native_reference,notes
M03-ML-0010-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-ML-0010-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,16,结构层,辅助证据,通用,亥月水当令基础,水五行及所属天干,月令司权,前置条件：出生时间、时区与交节时刻已确认；必要条件：按节气确定月支为亥,否决条件：不得仅凭本条直接判定日主或该五行的最终旺衰,增强条件：水透干、同类通根、得生源或同党成势,削弱条件：距交节点很近、对象无根，或对象同时受强力克泄耗,例外条件：严格特殊格局须转M14审查。,P1_高,作用方向：增强；作用等级：强,亥月水得令,月份边界以节气为准；亥为孟冬，其本气属水。参照《摄生月令》季序及《三命通会》月气论述。,月支为亥，水取得季节主气支持；这是高权重的原始旺衰证据，仍须结合根气、透干、同党及克泄耗。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!16,来源/备注：https://zh.wikisource.org/wiki/攝生月令；https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；来源/备注：https://zh.wikisource.org/wiki/攝生月令；https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；正例：例如壬日生亥月，水获得月令支持；若另有根助与同党，支持进一步增强。；反例：例如壬日生亥月但全局无有效根、受强力克泄耗，不能只因得令直接判旺。；流派标签：跨流派共识；更新日期：46255
M03-ML-0011-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-ML-0011-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,17,结构层,辅助证据,通用,子月水当令基础,水五行及所属天干,月令司权,前置条件：出生时间、时区与交节时刻已确认；必要条件：按节气确定月支为子,否决条件：不得仅凭本条直接判定日主或该五行的最终旺衰,增强条件：水透干、同类通根、得生源或同党成势,削弱条件：距交节点很近、对象无根，或对象同时受强力克泄耗,例外条件：严格特殊格局须转M14审查。,P1_高,作用方向：增强；作用等级：强,子月水得令,月份边界以节气为准；子为仲冬，其本气属水。参照《摄生月令》季序及《三命通会》月气论述。,月支为子，水取得季节主气支持；这是高权重的原始旺衰证据，仍须结合根气、透干、同党及克泄耗。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!17,来源/备注：https://zh.wikisource.org/wiki/攝生月令；https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；来源/备注：https://zh.wikisource.org/wiki/攝生月令；https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；正例：例如癸日生子月，水获得月令支持；若另有根助与同党，支持进一步增强。；反例：例如癸日生子月但全局无有效根、受强力克泄耗，不能只因得令直接判旺。；流派标签：跨流派共识；更新日期：46255
M03-ML-0012-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-ML-0012-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,18,结构层,辅助证据,通用,丑月土当令基础,土五行及所属天干,月令司权,前置条件：出生时间、时区与交节时刻已确认；必要条件：按节气确定月支为丑,否决条件：不得仅凭本条直接判定日主或该五行的最终旺衰,增强条件：土透干、同类通根、得生源或同党成势,削弱条件：距交节点很近、对象无根，或对象同时受强力克泄耗,例外条件：辰、未、戌、丑四季月内部司令深浅存在流派差异，涉及分日时须转M21登记；严格特殊格局须转M14审查。,P1_高,作用方向：增强；作用等级：强,丑月土得令,月份边界以节气为准；丑为季冬，其本气属土。参照《摄生月令》季序及《三命通会》月气论述。,月支为丑，土取得季节主气支持；这是高权重的原始旺衰证据，仍须结合根气、透干、同党及克泄耗。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!18,来源/备注：https://zh.wikisource.org/wiki/攝生月令；https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；来源/备注：https://zh.wikisource.org/wiki/攝生月令；https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；正例：例如己日生丑月，土获得月令支持；若另有根助与同党，支持进一步增强。；反例：例如己日生丑月但全局无有效根、受强力克泄耗，不能只因得令直接判旺。；流派标签：跨流派共识；更新日期：46255
M03-WXR-0013-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-WXR-0013-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,19,结构层,辅助证据,通用,季节旺态判定,任一五行,旺相休囚死,前置条件：已按节气确定月支及其主气五行；必要条件：对象与当令五行同类,否决条件：不得把旺相休囚死直接等同于最终七级旺衰或吉凶,增强条件：对象另得强根、透干、生源或同党时，可修正季节证据的最终影响,削弱条件：对象无根、受强制泄耗或生源受阻时，季节不利影响可加重,例外条件：特殊格局、合化与有效力量须分别转M14、M06、M08处理,P1_高,作用方向：增强；作用等级：强,同类得令,传统旺相休囚死关系：同令为旺、令生为相、生令为休、克令为囚、令克为死。,对象与月令主气同五行，记为“旺”的季节证据；它说明当时得势，不等于全局最终必旺。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!19,来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；正例：春令木旺；木获得直接季节支持。；反例：木旺不等于任一木干都必然有根或能承担全局。；流派标签：旺衰扶抑；更新日期：46255
M03-WXR-0014-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-WXR-0014-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,20,结构层,辅助证据,通用,季节相态判定,任一五行,旺相休囚死,前置条件：已按节气确定月支及其主气五行；必要条件：当令五行生对象,否决条件：不得把旺相休囚死直接等同于最终七级旺衰或吉凶,增强条件：对象另得强根、透干、生源或同党时，可修正季节证据的最终影响,削弱条件：对象无根、受强制泄耗或生源受阻时，季节不利影响可加重,例外条件：特殊格局、合化与有效力量须分别转M14、M06、M08处理,P1_高,作用方向：增强；作用等级：中,受令所生,传统旺相休囚死关系：同令为旺、令生为相、生令为休、克令为囚、令克为死。,对象由当令五行所生，记为“相”的季节证据；支持度通常低于同类当令。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!20,来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；正例：春令木旺而木生火，火为相。；反例：火为相不等于火已成势；若无根无透仍可能功能有限。；流派标签：旺衰扶抑；更新日期：46255
M03-WXR-0015-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-WXR-0015-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,21,结构层,辅助证据,通用,季节休态判定,任一五行,旺相休囚死,前置条件：已按节气确定月支及其主气五行；必要条件：对象生当令五行,否决条件：不得把旺相休囚死直接等同于最终七级旺衰或吉凶,增强条件：对象另得强根、透干、生源或同党时，可修正季节证据的最终影响,削弱条件：对象无根、受强制泄耗或生源受阻时，季节不利影响可加重,例外条件：特殊格局、合化与有效力量须分别转M14、M06、M08处理,P2_中,作用方向：减弱；作用等级：中,生令而休,传统旺相休囚死关系：同令为旺、令生为相、生令为休、克令为囚、令克为死。,对象生扶当令五行，季节上有泄气倾向，记为“休”；这是相对退势证据，不等于完全无力。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!21,来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；正例：春令木旺，水生木，水为休。；反例：水休不等于水绝；若水透干通根且成势，仍可有显著力量。；流派标签：旺衰扶抑；更新日期：46255
M03-WXR-0016-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-WXR-0016-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,22,结构层,辅助证据,通用,季节囚态判定,任一五行,旺相休囚死,前置条件：已按节气确定月支及其主气五行；必要条件：对象克当令五行,否决条件：不得把旺相休囚死直接等同于最终七级旺衰或吉凶,增强条件：对象另得强根、透干、生源或同党时，可修正季节证据的最终影响,削弱条件：对象无根、受强制泄耗或生源受阻时，季节不利影响可加重,例外条件：特殊格局、合化与有效力量须分别转M14、M06、M08处理,P2_中,作用方向：减弱；作用等级：中,克令而囚,传统旺相休囚死关系：同令为旺、令生为相、生令为休、克令为囚、令克为死。,对象试图克制当令五行，季节环境不利，记为“囚”；须与根气和同党合看。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!22,来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；正例：春令木旺，金克木，金为囚。；反例：金囚不等于金必弱；若申酉成势并得土生，仍需重新评估。；流派标签：旺衰扶抑；更新日期：46255
M03-WXR-0017-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-WXR-0017-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,23,结构层,辅助证据,通用,季节死态判定,任一五行,旺相休囚死,前置条件：已按节气确定月支及其主气五行；必要条件：当令五行克对象,否决条件：不得把旺相休囚死直接等同于最终七级旺衰或吉凶,增强条件：对象另得强根、透干、生源或同党时，可修正季节证据的最终影响,削弱条件：对象无根、受强制泄耗或生源受阻时，季节不利影响可加重,例外条件：特殊格局、合化与有效力量须分别转M14、M06、M08处理,P1_高,作用方向：减弱；作用等级：强,受令所克,传统旺相休囚死关系：同令为旺、令生为相、生令为休、克令为囚、令克为死。,对象被当令五行所克，记为“死”的季节证据；“死”是季节术语，不表示五行不存在。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!23,来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；正例：春令木旺，木克土，土为死。；反例：土死不等于地支辰戌丑未的土气全部消失。；流派标签：旺衰扶抑；更新日期：46255
M03-PROC-0018-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-PROC-0018-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,24,识别层,硬约束,通用,月支必须按节气定界,月支,历法边界,前置条件：出生年月日时、时区及历法转换信息可用；必要条件：以交节时刻划分寅至丑月，不以农历初一或公历月份直接代替,否决条件：未核对节气边界时，不得锁定月支与月令,,,例外条件：采用真太阳时或其他校时体系时，应在输入层明确并保持全案一致,P0_硬约束,作用方向：不变；作用等级：决定性,节气定月,子平月令以节气划分，是后续得令、格局与调候判断的输入前提。,月支以节气交接为边界；公历月份与农历月序只能作为提示，不能替代交节时刻。,,确定,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!24,来源/备注：https://zh.wikisource.org/wiki/攝生月令；https://zh.wikisource.org/wiki/三命通會；来源/备注：https://zh.wikisource.org/wiki/攝生月令；https://zh.wikisource.org/wiki/三命通會；正例：出生在惊蛰之后，方进入卯月。；反例：农历二月初并不必然已经进入卯月。；流派标签：跨流派共识；更新日期：46255
M03-PROC-0019-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-PROC-0019-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,25,识别层,硬约束,通用,交节边界必须核对精确时刻,月支,边界校验,前置条件：出生地时区与出生时刻可核验；必要条件：接近交节时必须比较出生时刻与当地采用的交节时刻,否决条件：交节前后未判清时，不得把月支作为确定输入,增强条件：出生时刻远离交节点时，边界争议显著降低,削弱条件：时区、夏令时或录入误差会降低置信度,例外条件：真太阳时是否采用属于体系选择；若改变月支，必须在M21记录争议与影响,P0_硬约束,作用方向：条件性；作用等级：决定性,交节边界校验,边界误差会级联影响月令、藏干、格局和用神，因此属于硬输入校验。,出生接近交节时，月支结论必须附时区、交节时刻与置信度；必要时保留双方案。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!25,来源/备注：内部历法治理规则；参照子平节气定月原则；来源/备注：内部历法治理规则；参照子平节气定月原则；正例：出生在立春后数小时，经时区核对后确定为寅月。；反例：只看日期不看立春具体时刻，可能把丑月误判为寅月。；流派标签：现代综合；更新日期：46255
M03-PROC-0020-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-PROC-0020-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,26,结构层,辅助证据,通用,得令是高权重证据而非充分条件,日主及任一五行,得令,前置条件：月令主气关系已判断；必要条件：对象确实获得季节支持,否决条件：不得仅凭得令直接输出“身旺”或“该五行旺”,增强条件：另有强根、透干、同党或连续生源,削弱条件：对象无根、受强制泄耗、根源被制或气不能透达,例外条件：严格特殊格局须转M14，不套普通扶抑结论,P1_高,作用方向：增强；作用等级：强,得令非充分条件,月令决定季节气势，但不能覆盖全局根助、透干及制泄耗。,对象得令，原始力量明显受支持；最终旺衰仍需结合得地、得势、得生及克泄耗。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!26,来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/zh-hans/三命通會_(四庫全書本)/卷10；https://zh.wikisource.org/wiki/淵海子平；正例：得令且根深、印比成势，可共同支持偏旺判断。；反例：得令但无根并受强泄耗，不应机械判旺。；流派标签：现代综合；更新日期：46255
M03-PROC-0021-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-PROC-0021-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,27,结构层,硬约束,通用,月令证据先入原始力量后再修正,五行与日主,原始—有效分层,前置条件：M02、M03基础识别已完成；必要条件：先把月令作为M07原始力量证据，再由M06/M08处理合冲、寒燥与流通,否决条件：不得在M03直接把所有后续效应预先写入月令结论,增强条件：月令本气透出、根气稳定时，有效性更容易保留,削弱条件：月支受复杂关系、寒凝燥枯或传导受阻时，有效性可能下降,例外条件：合化严格成立时需按M06/M14重算五行归属,P0_硬约束,作用方向：条件性；作用等级：决定性,原始有效分层,本库的核心分层原则，用于防止先定旺衰再倒推关系效应。,月令先生成原始支持证据；关系效应与环境修正后，才能得到有效力量。,,确定,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!27,来源/备注：内部模型治理规则；来源/备注：内部模型治理规则；正例：寅月先记木得令，若后续寅支受作用，再在M08调整有效木力。；反例：在M03看到寅月就直接把刑冲后果算入木的最终等级。；流派标签：现代综合；更新日期：46255
M03-PROC-0022-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-PROC-0022-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,28,结构层,否决规则,通用,藏干层级不换算固定百分比,地支藏干,权重边界,前置条件：藏干层级已按M02识别；必要条件：层级只作为相对优先与根气深浅的起点,否决条件：不得把本气、中气、余气机械设为固定百分比分值并跨命局通用,增强条件：月令、本气透出、多处呼应可增强其有效性,削弱条件：受制、被合绊、环境不适或无传导可降低其有效性,例外条件：若特定流派采用分日或权重表，必须在M21登记版本与适用边界,P0_硬约束,作用方向：待定；作用等级：决定性,禁用固定比例,藏干层级是分类语言，不足以独立给出统一数值。,本气、中气、余气表示层级，不等于跨命局恒定的数值比例；实际根力由位置、月令与后续作用修正。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!28,来源/备注：内部规则治理；争议权重转M21；来源/备注：内部规则治理；争议权重转M21；正例：同为余气根，月支透出与远支受制的有效性可以不同。；反例：把所有本气固定计60%、中气30%、余气10%，再机械相加。；流派标签：现代综合；更新日期：46255
M03-PROC-0023-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-PROC-0023-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,29,结构层,否决规则,通用,月令支持与月支通根不得机械双计,日主及五行,证据去重,前置条件：月支主气与对象同类且支内含对象同类藏干；必要条件：分别记录“得令”和“得地”，汇总时识别二者来自同一载体,否决条件：不得把同一月支的季节气势和根气按两个完全独立满额分数重复相加,增强条件：另有其他支根、透干或同党可形成独立增量证据,削弱条件：若月支受损，两个维度可能同时受影响,例外条件：定性分析仍须同时保留得令与得地两个标签,P1_高,作用方向：条件性；作用等级：强,月令根气去重,维度可分、载体共源；既不能合并成一个概念，也不能无上限重复放大。,同一月支可以同时构成得令与得地，但总量评估应识别证据共源，避免机械双重计分。,,较高,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!29,来源/备注：内部模型治理规则；来源/备注：内部模型治理规则；正例：甲日寅月可记得令且有甲本气根，但总量汇总时注明均来自月支寅。；反例：把寅月木得令计一满分，再把寅中甲根重复计另一满分，直接推出极旺。；流派标签：现代综合；更新日期：46255
M03-TGRT-0024-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-TGRT-0024-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,30,结构层,硬约束,通用,甲干直接通根支位,天干甲,直接通根映射,前置条件：天干甲出现在原局或待分析对象中；必要条件：至少一支的标准藏干中直接出现甲,否决条件：四支均不藏甲时，不得称甲有直接根,增强条件：对应支为月支、处于本气位、同类得令或多处出现,削弱条件：仅处中余气、根支受强烈作用、气候或流通受阻,例外条件：同五行异阴阳藏干可构成同类根，但不等同直接根；合化成立后须重算。,P0_硬约束,作用方向：增强；作用等级：待定,甲干直接通根,依据M02标准藏干表，直接通根要求支内出现同一干。,天干甲在寅（甲本气）、亥（甲中气）可判为直接通根；具体根力再按本气、中气、余气、位置和后续作用分级。,,确定,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!30,来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；正例：命局见甲透干且地支含甲，可先记直接根，再判根力。；反例：若只见同五行异阴阳藏干，应记同类根，不应误写为甲的直接根。；流派标签：跨流派共识；更新日期：46255
M03-TGRT-0025-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-TGRT-0025-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,31,结构层,硬约束,通用,乙干直接通根支位,天干乙,直接通根映射,前置条件：天干乙出现在原局或待分析对象中；必要条件：至少一支的标准藏干中直接出现乙,否决条件：四支均不藏乙时，不得称乙有直接根,增强条件：对应支为月支、处于本气位、同类得令或多处出现,削弱条件：仅处中余气、根支受强烈作用、气候或流通受阻,例外条件：同五行异阴阳藏干可构成同类根，但不等同直接根；合化成立后须重算。,P0_硬约束,作用方向：增强；作用等级：待定,乙干直接通根,依据M02标准藏干表，直接通根要求支内出现同一干。,天干乙在卯（乙本气）、辰（乙中气）、未（乙余气）可判为直接通根；具体根力再按本气、中气、余气、位置和后续作用分级。,,确定,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!31,来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；正例：命局见乙透干且地支含乙，可先记直接根，再判根力。；反例：若只见同五行异阴阳藏干，应记同类根，不应误写为乙的直接根。；流派标签：跨流派共识；更新日期：46255
M03-TGRT-0026-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-TGRT-0026-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,32,结构层,硬约束,通用,丙干直接通根支位,天干丙,直接通根映射,前置条件：天干丙出现在原局或待分析对象中；必要条件：至少一支的标准藏干中直接出现丙,否决条件：四支均不藏丙时，不得称丙有直接根,增强条件：对应支为月支、处于本气位、同类得令或多处出现,削弱条件：仅处中余气、根支受强烈作用、气候或流通受阻,例外条件：同五行异阴阳藏干可构成同类根，但不等同直接根；合化成立后须重算。,P0_硬约束,作用方向：增强；作用等级：待定,丙干直接通根,依据M02标准藏干表，直接通根要求支内出现同一干。,天干丙在巳（丙本气）、寅（丙中气）可判为直接通根；具体根力再按本气、中气、余气、位置和后续作用分级。,,确定,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!32,来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；正例：命局见丙透干且地支含丙，可先记直接根，再判根力。；反例：若只见同五行异阴阳藏干，应记同类根，不应误写为丙的直接根。；流派标签：跨流派共识；更新日期：46255
M03-TGRT-0027-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-TGRT-0027-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,33,结构层,硬约束,通用,丁干直接通根支位,天干丁,直接通根映射,前置条件：天干丁出现在原局或待分析对象中；必要条件：至少一支的标准藏干中直接出现丁,否决条件：四支均不藏丁时，不得称丁有直接根,增强条件：对应支为月支、处于本气位、同类得令或多处出现,削弱条件：仅处中余气、根支受强烈作用、气候或流通受阻,例外条件：同五行异阴阳藏干可构成同类根，但不等同直接根；合化成立后须重算。,P0_硬约束,作用方向：增强；作用等级：待定,丁干直接通根,依据M02标准藏干表，直接通根要求支内出现同一干。,天干丁在午（丁本气）、未（丁中气）、戌（丁余气）可判为直接通根；具体根力再按本气、中气、余气、位置和后续作用分级。,,确定,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!33,来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；正例：命局见丁透干且地支含丁，可先记直接根，再判根力。；反例：若只见同五行异阴阳藏干，应记同类根，不应误写为丁的直接根。；流派标签：跨流派共识；更新日期：46255
M03-TGRT-0028-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-TGRT-0028-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,34,结构层,硬约束,通用,戊干直接通根支位,天干戊,直接通根映射,前置条件：天干戊出现在原局或待分析对象中；必要条件：至少一支的标准藏干中直接出现戊,否决条件：四支均不藏戊时，不得称戊有直接根,增强条件：对应支为月支、处于本气位、同类得令或多处出现,削弱条件：仅处中余气、根支受强烈作用、气候或流通受阻,例外条件：同五行异阴阳藏干可构成同类根，但不等同直接根；合化成立后须重算。,P0_硬约束,作用方向：增强；作用等级：待定,戊干直接通根,依据M02标准藏干表，直接通根要求支内出现同一干。,天干戊在辰、戌（戊本气），巳（戊中气），寅、申（戊余气）可判为直接通根；具体根力再按本气、中气、余气、位置和后续作用分级。,,确定,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!34,来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；正例：命局见戊透干且地支含戊，可先记直接根，再判根力。；反例：若只见同五行异阴阳藏干，应记同类根，不应误写为戊的直接根。；流派标签：跨流派共识；更新日期：46255
M03-TGRT-0029-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-TGRT-0029-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,35,结构层,硬约束,通用,己干直接通根支位,天干己,直接通根映射,前置条件：天干己出现在原局或待分析对象中；必要条件：至少一支的标准藏干中直接出现己,否决条件：四支均不藏己时，不得称己有直接根,增强条件：对应支为月支、处于本气位、同类得令或多处出现,削弱条件：仅处中余气、根支受强烈作用、气候或流通受阻,例外条件：同五行异阴阳藏干可构成同类根，但不等同直接根；合化成立后须重算。,P0_硬约束,作用方向：增强；作用等级：待定,己干直接通根,依据M02标准藏干表，直接通根要求支内出现同一干。,天干己在丑、未（己本气），午（己中气）可判为直接通根；具体根力再按本气、中气、余气、位置和后续作用分级。,,确定,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!35,来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；正例：命局见己透干且地支含己，可先记直接根，再判根力。；反例：若只见同五行异阴阳藏干，应记同类根，不应误写为己的直接根。；流派标签：跨流派共识；更新日期：46255
M03-TGRT-0030-V1.0,M0,M0.M03,03_月令与根气,executable_rule,M03-TGRT-0030-V1.0,V1.0,M0_八字结构判定与用神规则库_V1.9_版本与争议治理闭环版.xlsx,03_月令与根气,36,结构层,硬约束,通用,庚干直接通根支位,天干庚,直接通根映射,前置条件：天干庚出现在原局或待分析对象中；必要条件：至少一支的标准藏干中直接出现庚,否决条件：四支均不藏庚时，不得称庚有直接根,增强条件：对应支为月支、处于本气位、同类得令或多处出现,削弱条件：仅处中余气、根支受强烈作用、气候或流通受阻,例外条件：同五行异阴阳藏干可构成同类根，但不等同直接根；合化成立后须重算。,P0_硬约束,作用方向：增强；作用等级：待定,庚干直接通根,依据M02标准藏干表，直接通根要求支内出现同一干。,天干庚在申（庚本气）、巳（庚余气）可判为直接通根；具体根力再按本气、中气、余气、位置和后续作用分级。,,确定,采用,初审,M02,M07/M08/M09/M14,是,保留原ID；标准化映射,03_月令与根气!36,来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；来源/备注：https://zh.wikisource.org/wiki/三命通會；https://zh.wikisource.org/wiki/淵海子平；正例：命局见庚透干且地支含庚，可先记直接根，再判根力。；反例：若只见同五行异阴阳藏干，应记同类根，不应误写为庚的直接根。；流派标签：跨流派共识；更新日期：46255
