model,module_id,module_name,source_file,source_row,rule_id,rule_name,layer,module,applicable_group,rule_type,main_signal,secondary_signal,required_conditions,excluded_conditions,self_strength_status,spouse_star_status,palace_signal,flow_path,signal_position,root_status,strength_level,favorability,transformation_status,distance_level,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence_base,validation_status,case_refs,notes,version
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,238,M4-TRIGGER-237,七杀压力第一反应,L4 十神压力响应,TRIGGER-十神七杀,通用,状态切换,七杀,ST1,具体触发域成立，压力后该通道调用速度或优先级上升。,没有平稳基线对照；只有一次孤立行为。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,77,+5初压响应候选,state_shift,压力出现时更容易先行动、先处理风险或直接做出关键决定,压力出现时，你可能先更容易先行动、先处理风险或直接做出关键决定。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,239,M4-TRIGGER-238,七杀常见触发域,L4 十神压力响应,TRIGGER-十神七杀,通用,域映射,七杀,TR01—TR08,TR02推进变化、TR04现实压力、TR05权限不清、TR08高压事件,触发域与该十神任务无关，或只因十神标签机械匹配。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,75,+3十神—触发域匹配,trigger_domain,TR02推进变化、TR04现实压力、TR05权限不清、TR08高压事件,这项功能较常在以下情境中被调用：TR02推进变化、TR04现实压力、TR05权限不清、TR08高压事件。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,240,M4-TRIGGER-239,七杀可能启动的K机制,L4 十神压力响应,TRIGGER-十神七杀,通用,机制映射,七杀,K01—K06,平稳功能有效，触发域具体，且存在占位、缺位、替代、错位、竞争或卡点证据。,只有十神强弱；没有被压缩的必要任务或转换目标。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,73,+4十神—K机制匹配,activated_mechanism,K01行动占位、K03解决问题替代协商／感受、K04先处置后说明、K05与比劫／印星竞争,需要重点排查：K01行动占位、K03解决问题替代协商／感受、K04先处置后说明、K05与比劫／印星竞争。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,241,M4-TRIGGER-240,七杀保护、用户输出与停止,L4 十神压力响应,TRIGGER-十神七杀,通用,保护／输出,七杀,,区分紧急止损与共同决定；行动后设置解释、反馈和安全回流步骤；明确授权,保护因素现实中不可调用；基础状态争议。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,71,-4至-8；生成中性输出,buffer_factor,区分紧急止损与共同决定；行动后设置解释、反馈和安全回流步骤；明确授权,如果能够做到：区分紧急止损与共同决定；行动后设置解释、反馈和安全回流步骤；明确授权，这项压力反应通常更容易回落。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,242,M4-TRIGGER-241,正印平稳功能｜触发前基线,L4 十神压力响应,TRIGGER-十神正印,通用,正常功能,正印,,该十神功能在M3中有效，且平稳状态有可说明的关系用途。,只凭十神存在或旺弱推断行为。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,78,+5平稳功能基线,functional_origin,平稳时通过倾听、理解、安抚、整合信息和提供稳定支持恢复关系安全,平稳状态下，你更可能通过倾听、理解、安抚、整合信息和提供稳定支持恢复关系安全。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,243,M4-TRIGGER-242,正印压力第一反应,L4 十神压力响应,TRIGGER-十神正印,通用,状态切换,正印,ST1,具体触发域成立，压力后该通道调用速度或优先级上升。,没有平稳基线对照；只有一次孤立行为。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,77,+5初压响应候选,state_shift,压力出现时更容易先承接对方或内部消化，试图理解完整背景,压力出现时，你可能先更容易先承接对方或内部消化，试图理解完整背景。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,244,M4-TRIGGER-243,正印常见触发域,L4 十神压力响应,TRIGGER-十神正印,通用,域映射,正印,TR01—TR08,TR01信息含糊、TR04现实压力、TR06距离变化、TR07价值差异、TR08累积,触发域与该十神任务无关，或只因十神标签机械匹配。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,75,+3十神—触发域匹配,trigger_domain,TR01信息含糊、TR04现实压力、TR06距离变化、TR07价值差异、TR08累积,这项功能较常在以下情境中被调用：TR01信息含糊、TR04现实压力、TR06距离变化、TR07价值差异、TR08累积。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,245,M4-TRIGGER-244,正印可能启动的K机制,L4 十神压力响应,TRIGGER-十神正印,通用,机制映射,正印,K01—K06,平稳功能有效，触发域具体，且存在占位、缺位、替代、错位、竞争或卡点证据。,只有十神强弱；没有被压缩的必要任务或转换目标。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,73,+4十神—K机制匹配,activated_mechanism,K01承接过度、K03理解替代改变／边界、K04先理解后迟迟不表达、K05与比劫／财星竞争,需要重点排查：K01承接过度、K03理解替代改变／边界、K04先理解后迟迟不表达、K05与比劫／财星竞争。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,246,M4-TRIGGER-245,正印保护、用户输出与停止,L4 十神压力响应,TRIGGER-十神正印,通用,保护／输出,正印,,理解后明确自己的立场和下一项现实改变；区分接住感受与承担全部责任,保护因素现实中不可调用；基础状态争议。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,71,-4至-8；生成中性输出,buffer_factor,理解后明确自己的立场和下一项现实改变；区分接住感受与承担全部责任,如果能够做到：理解后明确自己的立场和下一项现实改变；区分接住感受与承担全部责任，这项压力反应通常更容易回落。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,247,M4-TRIGGER-246,偏印平稳功能｜触发前基线,L4 十神压力响应,TRIGGER-十神偏印,通用,正常功能,偏印,,该十神功能在M3中有效，且平稳状态有可说明的关系用途。,只凭十神存在或旺弱推断行为。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,78,+5平稳功能基线,functional_origin,平稳时通过独立整理、洞察、选择性开放和私人空间处理复杂关系信息,平稳状态下，你更可能通过独立整理、洞察、选择性开放和私人空间处理复杂关系信息。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,248,M4-TRIGGER-247,偏印压力第一反应,L4 十神压力响应,TRIGGER-十神偏印,通用,状态切换,偏印,ST1,具体触发域成立，压力后该通道调用速度或优先级上升。,没有平稳基线对照；只有一次孤立行为。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,77,+5初压响应候选,state_shift,压力出现时更容易减少即时表达，先内部判断和筛选信息,压力出现时，你可能先更容易减少即时表达，先内部判断和筛选信息。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,249,M4-TRIGGER-248,偏印常见触发域,L4 十神压力响应,TRIGGER-十神偏印,通用,域映射,偏印,TR01—TR08,TR01信息含糊、TR02回应变化、TR06距离变化、TR07价值差异、TR08高压累积,触发域与该十神任务无关，或只因十神标签机械匹配。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,75,+3十神—触发域匹配,trigger_domain,TR01信息含糊、TR02回应变化、TR06距离变化、TR07价值差异、TR08高压累积,这项功能较常在以下情境中被调用：TR01信息含糊、TR02回应变化、TR06距离变化、TR07价值差异、TR08高压累积。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,250,M4-TRIGGER-249,偏印可能启动的K机制,L4 十神压力响应,TRIGGER-十神偏印,通用,机制映射,偏印,K01—K06,平稳功能有效，触发域具体，且存在占位、缺位、替代、错位、竞争或卡点证据。,只有十神强弱；没有被压缩的必要任务或转换目标。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,73,+4十神—K机制匹配,activated_mechanism,K01内化时间延长、K02及时回应不足、K03暂停替代沟通、K04先撤回后说明、K06整理未转成回归,需要重点排查：K01内化时间延长、K02及时回应不足、K03暂停替代沟通、K04先撤回后说明、K06整理未转成回归。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,251,M4-TRIGGER-250,偏印保护、用户输出与停止,L4 十神压力响应,TRIGGER-十神偏印,通用,保护／输出,偏印,,说明暂停目的和回归点；整理后给出最小必要回应；区分私人空间与关系中断,保护因素现实中不可调用；基础状态争议。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,71,-4至-8；生成中性输出,buffer_factor,说明暂停目的和回归点；整理后给出最小必要回应；区分私人空间与关系中断,如果能够做到：说明暂停目的和回归点；整理后给出最小必要回应；区分私人空间与关系中断，这项压力反应通常更容易回落。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,252,M4-TRIGGER-251,ST0定义｜平稳状态,L5 平稳—压力—恢复状态,TRIGGER-状态ST0,通用,状态定义,ST0,,关系资源尚可、信息相对清楚、主要功能能够按原有分工运行,仅凭一次行为或十神强弱锁定状态。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,82,建立状态候选,state_shift,关系资源尚可、信息相对清楚、主要功能能够按原有分工运行,平稳时，你原本的关系功能更容易按正常用途运行，不能把压力状态的反应直接当成日常模式。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,高,待验证,,provisional=true,0.5
M4,M4.TRIGGER,触发条件、阈值与状态切换,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,253,M4-TRIGGER-252,ST0证据门槛｜平稳状态,L5 平稳—压力—恢复状态,TRIGGER-状态ST0,通用,证据门槛,ST0,,M3主通道能完成任务；次通道可进入；现实中存在反馈、边界或修复资源,没有基线对照、现实过程或第二证据。,由共享基础引擎提供；只修正功能承载、压力阈值和状态切换，不直接等同有无主见、情绪稳定或人格强弱。,由M1／M2接口提供；夫妻星只标注关系议题和证据角色，不单独证明触发、过用或循环。,由M3-BASE提供；日支底盘提高触发与亲密关系的相关性，但不能单独预测具体事件。,由M3及M4-OVERUSE提供；必须有有效起点、当前关系任务与可说明的转换，不能只凭五行生克补写时间线。,由共享基础引擎判定；近位提高进入亲密关系核心的概率，远位只保留背景或阶段性修正。,由共享基础引擎判定；根气修正反应能否重复调用，不等于现实中已经反复发生。,由共享基础引擎判定；旺弱修正调用强度和阈值，不直接等同功能质量、风险高低或事件严重程度。,喜忌只修正调用摩擦、平衡与承载，不直接等同好坏、成熟、道德或关系结局。,原十神功能有效；真合化成立时按化神功能替换，合化争议时停止定性。,由共享基础引擎判定；近位提高关系触发的直接性，远位只保留背景候选。,81,+5状态证据,evidence_level,M3主通道能完成任务；次通道可进入；现实中存在反馈、边界或修复资源,确认这类状态需要看到：M3主通道能完成任务；次通道可进入；现实中存在反馈、边界或修复资源。,不得仅凭本规则预测具体事件、日期、对象行为、争吵分手、背叛、暴力或关系必败；不得把触发候选解释为敏感、控制、依赖、冷漠等固定人格；必须结合现实情境、反例、保护因素与安全事实验证。,中高,待验证,,provisional=true,0.5
