rule_id,rule_name,layer,module,applicable_group,rule_type,main_signal,secondary_signal,required_conditions,excluded_conditions,self_strength_status,spouse_star_status,palace_signal,flow_path,signal_position,root_status,strength_level,favorability,transformation_status,distance_level,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence_base,validation_status,case_refs,notes,version
M3-BOUND-033,劫财接受照顾｜BD02依托边界,L1 十神边界通道,BOUND-十神通道,通用,接受支持,劫财,,劫财BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,72,接受照顾候选 +4,support_acceptance_boundary,更容易在对方真正加入、共同承担和即时回应时感到被照顾。,更容易在对方真正加入、共同承担和即时回应时感到被照顾。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD02_RECEIVE,0.5
M3-BOUND-034,劫财禁止误读｜BD02边界,L1 十神边界通道,BOUND-十神通道,通用,禁止推断,劫财,,劫财BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,96,不加分；边界检查,boundary_note,该通道只说明关系中的边界功能，不等于人格、风险或感情结果。,这里描述的是你可能更常使用的边界方式，不代表你只能这样相处，也不代表其他方式一定缺失。,不得推出用户争抢、冲动、边界混乱、爱竞争、一定占有资源或无法长期稳定。,高,待验证,,provisional=true; rule_group=CHANNEL_BD02_BAN,0.5
M3-BOUND-035,食神BOUND通道｜BD03 舒适靠近,L1 十神边界通道,BOUND-十神通道,通用,基础通道,食神,,食神BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,88,主BOUND候选 +18,primary_boundary_channel,食神属于SYS02 表达交流系统，在BOUND中主要负责：通过舒适、温和、低压力和日常陪伴逐渐建立亲密，边界重点是节奏不被强迫。,你更容易通过“舒适靠近”安排亲密与自主。通过舒适、温和、低压力和日常陪伴逐渐建立亲密，边界重点是节奏不被强迫。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=CHANNEL_BD03_BASE,0.5
M3-BOUND-036,食神靠近方式｜BD03关系启动,L1 十神边界通道,BOUND-十神通道,通用,靠近方式,食神,,食神BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,76,靠近节奏候选 +6,closeness_rhythm,更容易在轻松相处、生活分享和被照顾到节奏时自然靠近。,更容易在轻松相处、生活分享和被照顾到节奏时自然靠近。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD03_APPROACH,0.5
M3-BOUND-037,食神空间与自主｜BD03权限安排,L1 十神边界通道,BOUND-十神通道,通用,空间与自主,食神,,食神BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,75,空间／自主候选 +6,autonomy_pattern,需要让身体、情绪和生活节奏保持舒服；空间不一定很多，但不喜欢持续被催促。,需要让身体、情绪和生活节奏保持舒服；空间不一定很多，但不喜欢持续被催促。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD03_SPACE,0.5
M3-BOUND-038,食神需求表达｜BD03怎样说明需要,L1 十神边界通道,BOUND-十神通道,通用,需求表达,食神,,食神BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,74,需求表达候选 +4,need_expression,需求往往以温和铺垫、生活感受或希望相处更舒服的方式表达。,需求往往以温和铺垫、生活感受或希望相处更舒服的方式表达。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD03_NEED,0.5
M3-BOUND-039,食神拒绝与暂停｜BD03怎样设限,L1 十神边界通道,BOUND-十神通道,通用,拒绝／暂停,食神,,食神BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,73,拒绝／暂停候选 +4,refusal_style,不舒服时更可能放慢节奏、减少刺激、请求缓冲，而不是立刻把关系定义为拒绝。,不舒服时更可能放慢节奏、减少刺激、请求缓冲，而不是立刻把关系定义为拒绝。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD03_REFUSAL,0.5
M3-BOUND-040,食神接受照顾｜BD03依托边界,L1 十神边界通道,BOUND-十神通道,通用,接受支持,食神,,食神BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,72,接受照顾候选 +4,support_acceptance_boundary,更容易接受温和、耐心、不催促、能照顾身心状态的支持。,更容易接受温和、耐心、不催促、能照顾身心状态的支持。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD03_RECEIVE,0.5
M3-BOUND-041,食神禁止误读｜BD03边界,L1 十神边界通道,BOUND-十神通道,通用,禁止推断,食神,,食神BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,96,不加分；边界检查,boundary_note,该通道只说明关系中的边界功能，不等于人格、风险或感情结果。,这里描述的是你可能更常使用的边界方式，不代表你只能这样相处，也不代表其他方式一定缺失。,不得推出用户讨好、没有原则、怕冲突、依赖舒适区、拒绝成长或永远情绪稳定。,高,待验证,,provisional=true; rule_group=CHANNEL_BD03_BAN,0.5
M3-BOUND-042,伤官BOUND通道｜BD04 清楚协商,L1 十神边界通道,BOUND-十神通道,通用,基础通道,伤官,,伤官BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,88,主BOUND候选 +18,primary_boundary_channel,伤官属于SYS02 表达交流系统，在BOUND中主要负责：通过把需求、观点、权限和不舒服说清楚来建立边界，重视理解和可讨论性。,你更容易通过“清楚协商”安排亲密与自主。通过把需求、观点、权限和不舒服说清楚来建立边界，重视理解和可讨论性。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=CHANNEL_BD04_BASE,0.5
M3-BOUND-043,伤官靠近方式｜BD04关系启动,L1 十神边界通道,BOUND-十神通道,通用,靠近方式,伤官,,伤官BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,76,靠近节奏候选 +6,closeness_rhythm,更容易因深度交流、思想理解和能说真话而拉近距离。,更容易因深度交流、思想理解和能说真话而拉近距离。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD04_APPROACH,0.5
M3-BOUND-044,伤官空间与自主｜BD04权限安排,L1 十神边界通道,BOUND-十神通道,通用,空间与自主,伤官,,伤官BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,75,空间／自主候选 +6,autonomy_pattern,空间需求常通过说明理由、解释卡点和讨论规则来呈现，不只靠沉默拉开距离。,空间需求常通过说明理由、解释卡点和讨论规则来呈现，不只靠沉默拉开距离。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD04_SPACE,0.5
M3-BOUND-045,伤官需求表达｜BD04怎样说明需要,L1 十神边界通道,BOUND-十神通道,通用,需求表达,伤官,,伤官BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,74,需求表达候选 +4,need_expression,更倾向把需求、逻辑、背景和希望对方怎样回应说得具体。,更倾向把需求、逻辑、背景和希望对方怎样回应说得具体。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD04_NEED,0.5
M3-BOUND-046,伤官拒绝与暂停｜BD04怎样设限,L1 十神边界通道,BOUND-十神通道,通用,拒绝／暂停,伤官,,伤官BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,73,拒绝／暂停候选 +4,refusal_style,拒绝时更容易解释原因、指出不一致，并提出替代方案或重新商量。,拒绝时更容易解释原因、指出不一致，并提出替代方案或重新商量。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD04_REFUSAL,0.5
M3-BOUND-047,伤官接受照顾｜BD04依托边界,L1 十神边界通道,BOUND-十神通道,通用,接受支持,伤官,,伤官BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,72,接受照顾候选 +4,support_acceptance_boundary,更容易接受能回应具体问题、允许提问、尊重观点和可验证的照顾。,更容易接受能回应具体问题、允许提问、尊重观点和可验证的照顾。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD04_RECEIVE,0.5
M3-BOUND-048,伤官禁止误读｜BD04边界,L1 十神边界通道,BOUND-十神通道,通用,禁止推断,伤官,,伤官BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,96,不加分；边界检查,boundary_note,该通道只说明关系中的边界功能，不等于人格、风险或感情结果。,这里描述的是你可能更常使用的边界方式，不代表你只能这样相处，也不代表其他方式一定缺失。,不得推出用户爱批评、说话伤人、难相处、凡事争辩、缺少情绪价值或一定反权威。,高,待验证,,provisional=true; rule_group=CHANNEL_BD04_BAN,0.5
M3-BOUND-049,正财BOUND通道｜BD05 稳定共享,L1 十神边界通道,BOUND-十神通道,通用,基础通道,正财,,正财BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,88,主BOUND候选 +18,primary_boundary_channel,正财属于SYS03 投入经营系统，在BOUND中主要负责：通过稳定共享时间、生活安排和现实资源建立边界，重视可预期、可落实和分工清楚。,你更容易通过“稳定共享”安排亲密与自主。通过稳定共享时间、生活安排和现实资源建立边界，重视可预期、可落实和分工清楚。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=CHANNEL_BD05_BASE,0.5
M3-BOUND-050,正财靠近方式｜BD05关系启动,L1 十神边界通道,BOUND-十神通道,通用,靠近方式,正财,,正财BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,76,靠近节奏候选 +6,closeness_rhythm,更容易在持续出现、日常安排和现实生活逐步融合中确认亲密。,更容易在持续出现、日常安排和现实生活逐步融合中确认亲密。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD05_APPROACH,0.5
M3-BOUND-051,正财空间与自主｜BD05权限安排,L1 十神边界通道,BOUND-十神通道,通用,空间与自主,正财,,正财BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,75,空间／自主候选 +6,autonomy_pattern,个人与共同空间常通过时间表、预算、事务分工和生活习惯来划分。,个人与共同空间常通过时间表、预算、事务分工和生活习惯来划分。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD05_SPACE,0.5
M3-BOUND-052,正财需求表达｜BD05怎样说明需要,L1 十神边界通道,BOUND-十神通道,通用,需求表达,正财,,正财BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,74,需求表达候选 +4,need_expression,需求更容易被表达成具体时间、资源、生活事项和可执行安排。,需求更容易被表达成具体时间、资源、生活事项和可执行安排。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD05_NEED,0.5
M3-BOUND-053,正财拒绝与暂停｜BD05怎样设限,L1 十神边界通道,BOUND-十神通道,通用,拒绝／暂停,正财,,正财BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,73,拒绝／暂停候选 +4,refusal_style,拒绝或调整常基于资源不足、时间冲突、现实责任或原有安排。,拒绝或调整常基于资源不足、时间冲突、现实责任或原有安排。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD05_REFUSAL,0.5
M3-BOUND-054,正财接受照顾｜BD05依托边界,L1 十神边界通道,BOUND-十神通道,通用,接受支持,正财,,正财BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,72,接受照顾候选 +4,support_acceptance_boundary,更容易接受持续、可靠、落实到日常并尊重共同安排的照顾。,更容易接受持续、可靠、落实到日常并尊重共同安排的照顾。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=CHANNEL_BD05_RECEIVE,0.5
M3-BOUND-055,正财禁止误读｜BD05边界,L1 十神边界通道,BOUND-十神通道,通用,禁止推断,正财,,正财BOUND功能有效，基础十神性质可靠，未被真合化替换。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,96,不加分；边界检查,boundary_note,该通道只说明关系中的边界功能，不等于人格、风险或感情结果。,这里描述的是你可能更常使用的边界方式，不代表你只能这样相处，也不代表其他方式一定缺失。,不得推出用户功利、只看金钱、缺乏浪漫、严格算账、一定同居或一定承担家务。,高,待验证,,provisional=true; rule_group=CHANNEL_BD05_BAN,0.5
