relative_path,filename,extension,package_section,size_bytes,sha256
05_原始来源_只读/M1-M5/M4/人工镜像/M4_MISREAD_关系识别与证据误读原子规则表_V0.3.xlsx,M4_MISREAD_关系识别与证据误读原子规则表_V0.3.xlsx,.xlsx,05_原始来源_只读,130756,ef5ddca9c09769c30e163b5a38f4177d477a06cc83b215463982d763d544ca36
05_原始来源_只读/M1-M5/M4/人工镜像/M4_OVERUSE_功能过用不足与竞争原子规则表_V0.4.xlsx,M4_OVERUSE_功能过用不足与竞争原子规则表_V0.4.xlsx,.xlsx,05_原始来源_只读,141844,2ce5db8bfc428c8086db845e586c598e9a8290290d38562e1d6b62358a13ae28
05_原始来源_只读/M1-M5/M4/人工镜像/M4_REPAIR_修复卡点与回流断点原子规则表_V0.7.xlsx,M4_REPAIR_修复卡点与回流断点原子规则表_V0.7.xlsx,.xlsx,05_原始来源_只读,152124,5bcd75069f099b1bb511c64c82cc8b34b98f369d9450c049ad5cc8683c05e1d5
05_原始来源_只读/M1-M5/M4/人工镜像/M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.xlsx,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.xlsx,.xlsx,05_原始来源_只读,177028,b0939f254719a69ef83067ac017755f022bdec51cede33e6dce23c571f6ba62a
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_BASE_失衡候选底盘原子规则表_V0.2.csv,M4_BASE_失衡候选底盘原子规则表_V0.2.csv,.csv,05_原始来源_只读,383888,a90b6648b2f76e8bc97aebf6d6f4ee5fa6148ebe4b4e8028d9c93ab152693cec
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,M4_BUFFER_调节保护与病药接口原子规则表_V0.8.csv,.csv,05_原始来源_只读,1095591,754a16120474b855a4a1a42e831993e2c44e342ba40ee8a508feae40547eb83b
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_LOOP_重复互动循环原子规则表_V0.6.csv,M4_LOOP_重复互动循环原子规则表_V0.6.csv,.csv,05_原始来源_只读,835546,cd9a079d9e089b64deb570580f69db9f1768bb2717328310b5f8028f0f310ac1
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_MISREAD_关系识别与证据误读原子规则表_V0.3.csv,M4_MISREAD_关系识别与证据误读原子规则表_V0.3.csv,.csv,05_原始来源_只读,556905,f210040bcf2f2bafe0bee0c9f7982b7eccb6ce8fc99f12132ccc88f52acd4378
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_OVERUSE_功能过用不足与竞争原子规则表_V0.4.csv,M4_OVERUSE_功能过用不足与竞争原子规则表_V0.4.csv,.csv,05_原始来源_只读,645756,72c1541a0ec41d4d4fa0c5d7c677e92f2d7fe90716632064ea2230be969f5d7d
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_REPAIR_修复卡点与回流断点原子规则表_V0.7.csv,M4_REPAIR_修复卡点与回流断点原子规则表_V0.7.csv,.csv,05_原始来源_只读,950670,1f72d06a00894598e7ad25e90d2df6b3d9a58fe0645396c0078c8635e486e3e2
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_SYNTH_总合成规则原子表_V0.9.csv,M4_SYNTH_总合成规则原子表_V0.9.csv,.csv,05_原始来源_只读,467842,e818f10f3460b32ade93b2e6d81261b47d9b5d513be179b999d88da858585982
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,M4_TRIGGER_触发条件阈值与状态切换原子规则表_V0.5.csv,.csv,05_原始来源_只读,796750,f4dcef05e6938af836c0b2868da31920dcd546f4b1d531fe7f7758848f65f403
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_关系盲点总规则库_V0.9.xlsx,M4_关系盲点总规则库_V0.9.xlsx,.xlsx,05_原始来源_只读,944228,ffb1b6933d3fd347a877de939a0aa4e826fcd16e87720da97aea1c23aea1076a
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_关系盲点案例分析极速查阅手册_V0.10_实战版.docx,M4_关系盲点案例分析极速查阅手册_V0.10_实战版.docx,.docx,05_原始来源_只读,72327,b372b080d81a95ea71eee8337ac01122448c7ae0222c570acf016663ecb5cea9
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_关系盲点知识库设计文档_V0.9.md,M4_关系盲点知识库设计文档_V0.9.md,.md,05_原始来源_只读,554279,5b75e237d21a6c536974e2c6fc67423b2610ab40b2a43b967deacdca219e0b19
05_原始来源_只读/M1-M5/M4/当前权威与参考/M4_关系盲点统一输出JSON_Schema_V0.9.json,M4_关系盲点统一输出JSON_Schema_V0.9.json,.json,05_原始来源_只读,18044,f8007296f1a9a509f02af28659d7f058aa1a59990c7b3127515af7fb19aa05cf
05_原始来源_只读/M1-M5/M5/人工镜像/M5_BASE_适配需求底盘与核心必要条件原子规则表_V0.2.xlsx,M5_BASE_适配需求底盘与核心必要条件原子规则表_V0.2.xlsx,.xlsx,05_原始来源_只读,641273,8521a1e8515771f51a413c86ee12e796de827ba4fa61e4f44e8b3cce5e260691
05_原始来源_只读/M1-M5/M5/人工镜像/M5_BOUND_边界决定权资源与亲密空间原子规则表_V0.5.xlsx,M5_BOUND_边界决定权资源与亲密空间原子规则表_V0.5.xlsx,.xlsx,05_原始来源_只读,203021,144dd84b3f21fafc4752799fa8ee41ce352a4294384a8e9568551c455c826ea0
05_原始来源_只读/M1-M5/M5/人工镜像/M5_EXCHANGE_表达支持投入与双向交换原子规则表_V0.4.xlsx,M5_EXCHANGE_表达支持投入与双向交换原子规则表_V0.4.xlsx,.xlsx,05_原始来源_只读,177490,8d11b9f6b21158f5c41da18e74415f821442324d7d9e5e2662411a9aa117febc
05_原始来源_只读/M1-M5/M5/人工镜像/M5_GAP_心动准入相处盲点与适配差异原子规则表_V0.8.xlsx,M5_GAP_心动准入相处盲点与适配差异原子规则表_V0.8.xlsx,.xlsx,05_原始来源_只读,245169,d6748b858428cc52a3e323452ce226de8e4d27e6ce21a6bbbc97543a14d5d697
05_原始来源_只读/M1-M5/M5/人工镜像/M5_PARTNER_伴侣功能画像与可观察行为原子规则表_V0.3.xlsx,M5_PARTNER_伴侣功能画像与可观察行为原子规则表_V0.3.xlsx,.xlsx,05_原始来源_只读,172080,719e104517d7748ffddc55cbaafc66bd23ed924fc068efcefc1a9518315e6b09
05_原始来源_只读/M1-M5/M5/人工镜像/M5_REPAIR_冲突顺序修复协议与状态协同原子规则表_V0.6.xlsx,M5_REPAIR_冲突顺序修复协议与状态协同原子规则表_V0.6.xlsx,.xlsx,05_原始来源_只读,215999,1c597f36ae5d713ab6f9a456464d9f0feed687f164c34982587ea39d6c0b9fdc
05_原始来源_只读/M1-M5/M5/人工镜像/M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.xlsx,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.xlsx,.xlsx,05_原始来源_只读,225355,1e53bd396a8d435bc1f3b976088c5ac3c0d8605a204bbf76fd0f76015a7c44a4
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_BASE_适配需求底盘与核心必要条件原子规则表_V0.2.csv,M5_BASE_适配需求底盘与核心必要条件原子规则表_V0.2.csv,.csv,05_原始来源_只读,668843,9c90e593203c5840b73f2188a5d1883d45b2cc40e3cfd9fce9592e2c10ef3677
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_BOUND_边界决定权资源与亲密空间原子规则表_V0.5.csv,M5_BOUND_边界决定权资源与亲密空间原子规则表_V0.5.csv,.csv,05_原始来源_只读,1034162,d84e497f81e9c1c06758d8614ccd70ad82198fd14e8ca04e96e95d0bd0da34d1
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_EXCHANGE_表达支持投入与双向交换原子规则表_V0.4.csv,M5_EXCHANGE_表达支持投入与双向交换原子规则表_V0.4.csv,.csv,05_原始来源_只读,913224,8c6856a5ff163ab4e676fa8f2203e7bba461e4ffabac53acbaae015d16296e63
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_GAP_心动准入相处盲点与适配差异原子规则表_V0.8.csv,M5_GAP_心动准入相处盲点与适配差异原子规则表_V0.8.csv,.csv,05_原始来源_只读,1296523,d2dc02784b34d42101200c7197e807ed1e416d1f9e7b7c5190e0bfac633da5b8
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_PARTNER_伴侣功能画像与可观察行为原子规则表_V0.3.csv,M5_PARTNER_伴侣功能画像与可观察行为原子规则表_V0.3.csv,.csv,05_原始来源_只读,795938,7798659489ceb12ad9d84ba11d6b3855c5e55af3828591142d001f8cdb034915
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_REPAIR_冲突顺序修复协议与状态协同原子规则表_V0.6.csv,M5_REPAIR_冲突顺序修复协议与状态协同原子规则表_V0.6.csv,.csv,05_原始来源_只读,1208162,39f0fada585df95169862d2d0cd8f5f5c4527cd3ecaf00c24670f6d320de8bae
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,.csv,05_原始来源_只读,1272301,3e741cf6dddeaf6f4fffe8d5a2490a6acbcc922ee76a1b25f21153065fb96509
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_SYNTH_总合成规则原子表_V0.9.csv,M5_SYNTH_总合成规则原子表_V0.9.csv,.csv,05_原始来源_只读,587989,562af56a3056a898446a76796abbc71b6de587fc367be73f0a2e225ce2816e42
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_关系适配总规则库_V0.9.xlsx,M5_关系适配总规则库_V0.9.xlsx,.xlsx,05_原始来源_只读,966423,5472a720ea41a240c90a23dfc67c7991f0c8c5365e93170b33cab948b925b482
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_关系适配知识库设计文档_V0.9.md,M5_关系适配知识库设计文档_V0.9.md,.md,05_原始来源_只读,785707,1fb0bd07f7d98e9bee4ba6af3898f101059873c057311e0e1f3d8df4172ba6d3
05_原始来源_只读/M1-M5/M5/当前权威与参考/M5_关系适配统一输出JSON_Schema_V0.9.json,M5_关系适配统一输出JSON_Schema_V0.9.json,.json,05_原始来源_只读,23740,f04bd2963c94195ba96c43bff7148fe86fecdab1f5a91f1eb84ecd0d4e0175b9
06_历史归档/M3/设计文档/M3_相处惯性知识库设计文档_V0.1.md,M3_相处惯性知识库设计文档_V0.1.md,.md,06_历史归档,58168,f32ea2398e0df3da3bf85af9ff1c2401b6c4b003334fc76b24db32e2c5858ea1
06_历史归档/M3/设计文档/M3_相处惯性知识库设计文档_V0.2.md,M3_相处惯性知识库设计文档_V0.2.md,.md,06_历史归档,156881,df8ea3a318a577afc596f7b1c5daec05a084404bb176123881f6fe57d8f993f1
06_历史归档/M3/设计文档/M3_相处惯性知识库设计文档_V0.3.md,M3_相处惯性知识库设计文档_V0.3.md,.md,06_历史归档,246975,40b5556215cde02bc97ae8c3768d42a460aa2f82af6e5298c33b8c034085ccbf
06_历史归档/M3/设计文档/M3_相处惯性知识库设计文档_V0.4.md,M3_相处惯性知识库设计文档_V0.4.md,.md,06_历史归档,337205,dddc87754047bfcad9c82fd61a3707e442f217f58112ab178ad63ce72779bb26
06_历史归档/M3/设计文档/M3_相处惯性知识库设计文档_V0.5.md,M3_相处惯性知识库设计文档_V0.5.md,.md,06_历史归档,426114,9a8fafb1d873aab57386ba07c50539af5495c937f5bf21aba802901bd7ed5854
06_历史归档/M4/设计文档/M4_关系盲点知识库设计文档_V0.1.md,M4_关系盲点知识库设计文档_V0.1.md,.md,06_历史归档,56561,24372d1a9cd01a662170607a624fe6fcb682a9c7426432222c4c10621eff7e25
06_历史归档/M4/设计文档/M4_关系盲点知识库设计文档_V0.2.md,M4_关系盲点知识库设计文档_V0.2.md,.md,06_历史归档,106339,0338dfba12d313b57052d5f78f3a065b0db7cf8c25f00b39a06479dad821f935
06_历史归档/M4/设计文档/M4_关系盲点知识库设计文档_V0.3.md,M4_关系盲点知识库设计文档_V0.3.md,.md,06_历史归档,169442,a3988d67977de3b9ba009fa345a109a3bd1f99b4c6f4383f49f4c38978e34d0e
06_历史归档/M4/设计文档/M4_关系盲点知识库设计文档_V0.4.md,M4_关系盲点知识库设计文档_V0.4.md,.md,06_历史归档,223762,d22929744bf055fc5f45a5ac2b58bc96200e689a1b9801880c1a138c4f5e4134
06_历史归档/M4/设计文档/M4_关系盲点知识库设计文档_V0.5.md,M4_关系盲点知识库设计文档_V0.5.md,.md,06_历史归档,291359,c505a2d04ee6feb07a1783f68061c4bc1c01732d7943be9fa2eb4d8a777bede3
06_历史归档/M4/设计文档/M4_关系盲点知识库设计文档_V0.6.md,M4_关系盲点知识库设计文档_V0.6.md,.md,06_历史归档,356201,cadba4c513da6345d592558136535dd863a26f71cab1f6e1e33bb7737cab3b6f
06_历史归档/M4/设计文档/M4_关系盲点知识库设计文档_V0.7.md,M4_关系盲点知识库设计文档_V0.7.md,.md,06_历史归档,429672,eede34d25ba1ae1c44df10eb28470ce10a9c967a91e6f973acc117f2ba24c0b6
06_历史归档/M4/设计文档/M4_关系盲点知识库设计文档_V0.8.md,M4_关系盲点知识库设计文档_V0.8.md,.md,06_历史归档,508523,63825e9ef4ebef0647cfa8300fa605288999961c720bf7a357ef224f5dcf2992
06_历史归档/M5/校准资产/M5_CALIBRATION_真实伴侣案例校准工作台_V0.10.xlsx,M5_CALIBRATION_真实伴侣案例校准工作台_V0.10.xlsx,.xlsx,06_历史归档,401699,44cec68948390eed1694987e8ef96d91f1aaa4967b6bff9863187d387652b305
06_历史归档/M5/设计文档/M5_关系适配知识库设计文档_V0.1.md,M5_关系适配知识库设计文档_V0.1.md,.md,06_历史归档,37997,ba04de896413abd28e5d0eed9e289c5825620f9b8100d88ee74e7173a04f3849
06_历史归档/M5/设计文档/M5_关系适配知识库设计文档_V0.2.md,M5_关系适配知识库设计文档_V0.2.md,.md,06_历史归档,111471,8ee6a69462bbd30f8ab26912dc4c28b9ccfb27d420f38365f08a3a8a3184b2f5
06_历史归档/M5/设计文档/M5_关系适配知识库设计文档_V0.3.md,M5_关系适配知识库设计文档_V0.3.md,.md,06_历史归档,192685,41bf9ef506c5e6e8b1f8c2a4f71a33c38f14dc5c2d37862630cd496c677bf9c3
06_历史归档/M5/设计文档/M5_关系适配知识库设计文档_V0.4.md,M5_关系适配知识库设计文档_V0.4.md,.md,06_历史归档,287931,dc3df54e5c217101e12128724ac18540763379ec01641a627c153ec6ba817d5b
06_历史归档/M5/设计文档/M5_关系适配知识库设计文档_V0.5.md,M5_关系适配知识库设计文档_V0.5.md,.md,06_历史归档,392363,29067cfe52a34421f9a6bbea59026bdfd2932c24f08064505412b6f1d26c9f44
06_历史归档/M5/设计文档/M5_关系适配知识库设计文档_V0.6.md,M5_关系适配知识库设计文档_V0.6.md,.md,06_历史归档,505359,e4579cfc021b78fdea60872169cbc96249483337d82a27162eaae5a6ce0f3e0f
06_历史归档/M5/设计文档/M5_关系适配知识库设计文档_V0.7.md,M5_关系适配知识库设计文档_V0.7.md,.md,06_历史归档,622630,ffa2b1638bc9d8159ef79389c916d50d07182702c16cbe35b034492e4285d5c5
06_历史归档/M5/设计文档/M5_关系适配知识库设计文档_V0.8.md,M5_关系适配知识库设计文档_V0.8.md,.md,06_历史归档,741191,61dd5820a50ba086bfa8d3bd0774eb8780501b4b9e072f093af2172d44c7b191
06_历史归档/原始上传包/八字项目_开发起步包_2026-08-29.zip,八字项目_开发起步包_2026-08-29.zip,.zip,06_历史归档,1507614,ad75d8b7404e95591d2e6fe7ea06b81ee444980ce6050ebae9994aa8ece35623
06_历史归档/原始上传包/八字项目_当前对话全部文件_2026-08-29.zip,八字项目_当前对话全部文件_2026-08-29.zip,.zip,06_历史归档,14624680,64b1431d35dddf6bf83f0daea39c9411d8d3ad1e143a778c89865678d07f17d2
