rule_id,rule_name,layer,module,applicable_group,rule_type,main_signal,secondary_signal,required_conditions,excluded_conditions,self_strength_status,spouse_star_status,palace_signal,flow_path,signal_position,root_status,strength_level,favorability,transformation_status,distance_level,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence_base,validation_status,case_refs,notes,version
M2-SYNTH-062,选择位置权威｜SELF独占,L7 总合成与报告引擎,字段权威,通用,路由,agency_pattern,M2-SELF,SELF输出A01—A04。,SELF已stopped或低于最低证据门槛。,,,,,,,,,,,100,agency_pattern只取SELF；其他模块不得覆盖，只能提供语境。,agency_pattern,你在关系选择中把判断权放在哪里，只由自我选择位置模块决定。,不得由夫妻星强弱、对方推进或节奏直接写成主动或被动。,高,门控,待验证,,,V0.8
M2-SYNTH-063,主确认路径权威｜FLOW独占,L7 总合成与报告引擎,字段权威,通用,路由,primary_path,M2-FLOW,FLOW输出F01—F12主路径。,FLOW已stopped。,,,,,,,,,,,100,primary_path取FLOW；DUAL只排序两条路径，不创建新路径。,primary_path,你通常先看什么、怎样验证、最后确认什么，主要由确认路径模块负责。,不得由柱位顺序或TEMPO快慢反推确认路径。,高,门控,待验证,,,V0.8
M2-SYNTH-064,次确认路径｜最多一条,L7 总合成与报告引擎,字段权威,通用,门控,secondary_path,FLOW/DUAL,FLOW存在第二路径且DUAL确认其独立或具有先后功能。,同源、同起终点或低置信。,,,,,,,,,,,94,secondary_path最多1；否则进入basis_summary。,secondary_path,只有第二条路径真正补充不同功能时才会保留，其他路径只作为依据。,不得输出三条以上并列确认路径。,门控,门控,待验证,,,V0.8
M2-SYNTH-065,双层关系权威｜DUAL独占,L7 总合成与报告引擎,字段权威,通用,路由,dual_relation,M2-DUAL,DUAL模块可用。,DUAL不适用或stopped。,,,,,,,,,,,100,dual_status、dual_relation、dual_sequence与necessity_level只取DUAL。,dual_relation,两项条件是主次、并行、先后还是同义收敛，由双层模块统一判断。,不得由GATE/CORE分差直接绕过DUAL输出双核心。,高,门控,待验证,,,V0.8
M2-SYNTH-066,必要性语言｜DUAL控制,L7 总合成与报告引擎,字段权威,通用,门控,necessity_level,M2-DUAL,准备使用“缺一不可”“必须同时满足”等强语言。,DUAL未达到U07且无真实案例支持。,,,,,,,,,,,100,默认写“两项都重要”；仅U07且案例验证后可升级。,necessity_level,报告会区分“都很重要”和“真正少一项就不会进入”，不会轻易使用绝对语言。,不得无案例直接写缺一不可。,门控,门控,待验证,,,V0.8
M2-SYNTH-067,主节奏权威｜TEMPO独占,L7 总合成与报告引擎,字段权威,通用,路由,entry_tempo,M2-TEMPO,TEMPO输出T01—T04。,TEMPO已stopped。,,,,,,,,,,,100,entry_tempo只取TEMPO；FLOW仅作为机制依据。,entry_tempo,你需要较少验证、观察后确认、慢热积累还是随情境变化，由节奏模块统一判断。,不得由某一门槛或单条路径直接替代TEMPO。,高,门控,待验证,,,V0.8
M2-SYNTH-068,证据轮次权威｜TEMPO独占,L7 总合成与报告引擎,字段权威,通用,路由,evidence_rounds,M2-TEMPO,TEMPO输出E01—E04。,,,,,,,,,,,,98,evidence_rounds采用TEMPO；禁止换算日历时间。,evidence_rounds,报告可以说明需要一组连续证据、两阶段复核或多轮积累，但不会换算具体多久。,不得把轮次解释成几周或几个月。,高,门控,待验证,,,V0.8
M2-SYNTH-069,外内差速权威｜TEMPO独占,L7 总合成与报告引擎,字段权威,通用,路由,external_internal_gap,M2-TEMPO,TEMPO输出Z01—Z04。,,,,,,,,,,,,98,external_internal_gap采用TEMPO；与SELF只做一致性检查。,external_internal_gap,系统会区分对方推进速度、你内心确认速度和正式关系速度，避免用一个“快慢”概括全部。,不得把外部先行写成被控制或没有主见。,高,门控,待验证,,,V0.8
M2-SYNTH-070,心动与选择关系｜SYNTH生成,L7 总合成与报告引擎,字段权威,通用,组合,attraction_selection_relation,M1＋M2,M1和M2均达到最低比较阈值。,任一模型低置信或缺失。,,,,,,,,,,,96,由维度映射生成一致、部分一致、明显不同或暂不比较。,attraction_selection_relation,系统会单独说明什么让你心动、什么让你真正进入关系，以及两者是否重合。,不得让该比较改变M2核心门槛分值。,中高,门控,待验证,,,V0.8
M2-SYNTH-071,依据摘要｜SYNTH选择最多三条,L7 总合成与报告引擎,字段权威,通用,输出,basis_summary,证据追踪,最终字段已选定。,,,,,,,,,,,,92,按权威、独立性和解释力选择2—3条基础证据；附rule_id但简版不显示。,basis_summary,专业解释会保留最关键的几条依据，既能追溯，又不会把所有规则全部展开。,不得只按分值大小选择同源证据。,中高,门控,待验证,,,V0.8
M2-SYNTH-072,总体置信｜SYNTH统一计算,L7 总合成与报告引擎,字段权威,通用,输出,overall_confidence,六模块,核心字段已计算各自置信分。,,,,,,,,,,,,98,按字段权重、覆盖度、独立证据、冲突和停止状态计算overall_confidence。,overall_confidence,最终置信度会综合各模块是否可靠、证据是否独立以及结论是否互相一致。,不得简单取六模块最高值或平均标签。,高,门控,待验证,,,V0.8
M2-SYNTH-073,边界说明｜SYNTH统一生成,L7 总合成与报告引擎,字段权威,通用,输出,boundary_note,停止与禁用规则,准备发布报告。,,,,,,,,,,,,100,至少包含“准入不等于适配/结果”；必要时加入低置信或日历边界。,boundary_note,报告会明确提醒：通过关系门槛不等于适合长期相处，也不代表结果一定怎样。,不得删除必要边界句以追求文案流畅。,门控,门控,待验证,,,V0.8
M2-SYNTH-074,停止原因｜SYNTH汇总,L7 总合成与报告引擎,字段权威,通用,输出,stop_reason,模块停止日志,任一关键字段停止或整体不可发布。,,,,,,,,,,,,99,合并具体停止原因；不使用含糊的“信息不足”掩盖错误类型。,stop_reason,如果某部分不能判断，系统会说明是基础信息不可靠、证据同源、信号过弱还是模块冲突。,不得静默省略关键停止原因。,高,门控,待验证,,,V0.8
M2-SYNTH-075,GATE停止｜主门槛字段路由,L7 总合成与报告引擎,停止路由,通用,路由,GATE stopped,CORE fallback,GATE停止。,,,,,,,,,,,,98,若CORE中高且独立则fallback；否则primary_gate为空；整体最多partial。,field_status,夫妻宫门槛无法判断时，系统只在有可靠伴侣资格证据时给出暂定主门槛，否则明确留白。,不得在GATE停止后仍标记主门槛高置信。,门控,门控,待验证,,,V0.8
M2-SYNTH-076,CORE停止｜资格证据字段路由,L7 总合成与报告引擎,停止路由,通用,路由,CORE stopped,GATE fallback,CORE停止。,,,,,,,,,,,,98,若GATE有具体行为证据则fallback；否则proof_needed为空。,field_status,夫妻星证据无法使用时，只能从可靠门槛中提取有限行为证据，不能自行补写。,不得在CORE停止后生成完整伴侣资格清单。,门控,门控,待验证,,,V0.8
M2-SYNTH-077,SELF停止｜选择位置留空,L7 总合成与报告引擎,停止路由,通用,停止,SELF stopped,agency_pattern,SELF停止或证据不足。,,,,,,,,,,,,100,agency_pattern与selection_clarity留空或标记暂不判断。,field_status,自我选择位置证据不足时，系统不会给你贴上主动、被动或情境化的固定标签。,不得由其他模块代替SELF判断自主度。,停止,门控,待验证,,,V0.8
M2-SYNTH-078,FLOW停止｜路径字段留空,L7 总合成与报告引擎,停止路由,通用,停止,FLOW stopped,confirmation_path,FLOW停止。,,,,,,,,,,,,100,primary_path、secondary_path、flow_sequence留空；TEMPO若可用只写证据节奏，不解释顺序。,field_status,确认路径无法判断时，系统不会根据节奏或柱位顺序补一条看似合理的过程。,不得从TEMPO反推FLOW。,停止,门控,待验证,,,V0.8
M2-SYNTH-079,DUAL不适用｜按单门槛发布,L7 总合成与报告引擎,停止路由,通用,路由,DUAL not_applicable,单门槛,只有一个独立候选，或第二候选未达阈值。,,,,,,,,,,,,94,dual_status=false；secondary_gate可为空；不降低整体置信。,dual_status,只有一项核心条件时，系统会直接按单门槛输出，不会为了完整硬凑第二项。,不得把不适用写成双重结构不稳定。,高,门控,待验证,,,V0.8
M2-SYNTH-080,TEMPO停止｜节奏字段留空,L7 总合成与报告引擎,停止路由,通用,停止,TEMPO stopped,entry_tempo,TEMPO停止。,,,,,,,,,,,,100,entry_tempo、evidence_rounds、external_internal_gap留空；其他M2字段仍可发布为partial。,field_status,节奏证据不足时，系统会保留门槛和选择方式，但不会猜测你确认得快还是慢。,不得用FLOW或夫妻星强弱硬补节奏。,停止,门控,待验证,,,V0.8
M2-SYNTH-081,低权威模块｜不得覆盖高权威字段,L7 总合成与报告引擎,字段权威,通用,门控,authority_rank,field_value,多个模块为同一字段提供不同候选。,高权威模块已停止且合法fallback成立。,,,,,,,,,,,100,优先保留最高权威可用结果；低权威只进入support或conflict_log。,authority_guard,当不同模块说法不同，系统会先看它们各自是否有权回答这个问题，而不是简单比较谁的分数更高。,不得用低权威高分覆盖高权威中分。,门控,门控,待验证,,,V0.8
M2-SYNTH-082,跨模块支持｜可以增强但不能改写职责,L7 总合成与报告引擎,字段权威,通用,修正,cross_support,field_authority,低权威模块与高权威字段同维度或互补。,,,,,,,,,,,,90,可增加support_bonus或丰富解释；不得改变字段主来源。,cross_support,其他模块可以让一个结论更有依据、解释更完整，但不会篡改该字段原本由谁负责。,不得把佐证模块标记成字段主来源。,中高,门控,待验证,,,V0.8
M2-SYNTH-083,字段来源｜每项必须保留provenance,L7 总合成与报告引擎,字段权威,通用,输出,provenance,rule_ids/source_ids,最终字段非空。,,,,,,,,,,,,98,写入source_module、supporting_rule_ids、evidence_source_ids、fallback与dedup状态。,provenance,每项最终结论都可以追溯到具体模块、规则和基础证据，方便检查和后续修改。,不得发布无来源字段。,高,门控,待验证,,,V0.8
M2-SYNTH-084,稳定ID与显示标签｜双层输出,L7 总合成与报告引擎,字段权威,通用,基础,field_id,display_label,生成JSON、Excel和用户文案。,,,,,,,,,,,,90,内部使用稳定ID；用户使用中文标签；版本升级时ID含义不可静默改变。,output_contract,系统内部用编号保持一致，用户报告用自然中文表达，两者会同步保存。,不得只保存中文句子而丢失结构化ID。,高,门控,待验证,,,V0.8
M2-SYNTH-085,GATE与CORE同维度｜门槛与证明收敛,L7 总合成与报告引擎,跨模块合成,通用,组合,GATE主门槛,CORE资格证据,GATE.primary_gate与CORE.proof_needed映射同一G维度，且基础性质均有效。,,,,,,,,,,,,98,保留单一primary_gate；CORE行为填proof_needed；dual_relation=U06；同源时不加独立分。,gate_core_relation,你需要确认的核心条件，正好也是对方必须用行动证明的内容，因此这项标准会表现得比较集中。,不得写成两项并列核心标准。,高,门控,待验证,,,V0.8
M2-SYNTH-086,GATE与CORE互补｜门槛与证据分工,L7 总合成与报告引擎,跨模块合成,通用,组合,不同G维度,功能互补,GATE与CORE维度不同，分别回答关系体验与伴侣资格，且无语义冲突。,,,,,,,,,,,,94,GATE保留primary_gate；CORE填proof_needed；DUAL判断U01/U03/U04；可保留secondary_gate。,gate_core_relation,你内心真正需要的关系体验，和对方必须拿出的现实证明不完全相同：一项决定你要什么，另一项决定这个人能不能通过。,不得把维度不同直接写成矛盾或感情复杂。,中高,门控,待验证,,,V0.8
M2-SYNTH-087,GATE强、CORE弱｜门槛清楚但证明方式暂定,L7 总合成与报告引擎,跨模块合成,通用,路由,GATE高置信,CORE低置信,GATE达到核心阈值；CORE仅弱候选或部分停止。,,,,,,,,,,,,92,primary_gate正常发布；proof_needed仅保留GATE现实证据或留空；overall_confidence上限=中高。,gate_core_relation,你对关系必须满足什么较清楚，但对方具体要用哪一种方式证明，当前证据没有同样明确。,不得把弱CORE写成完整资格证据。,中,门控,待验证,,,V0.8
M2-SYNTH-088,CORE强、GATE弱｜资格证据清楚但内在门槛回退,L7 总合成与报告引擎,跨模块合成,通用,路由,CORE高置信,GATE低置信,CORE高或中高；GATE无可用主门槛。,,,,,,,,,,,,92,CORE维度暂代primary_gate；fallback=true；confidence上限=中。,gate_core_relation,你较容易识别什么行为能让一个人进入认真考虑范围，但这是否就是你最核心的关系体验，当前仍需保留余地。,不得把回退门槛写成高置信内在需求。,中,门控,待验证,,,V0.8
M2-SYNTH-089,GATE与CORE都弱｜停止核心报告,L7 总合成与报告引擎,跨模块合成,通用,停止,GATE低/停止,CORE低/停止,GATE与CORE均低于发布阈值，且无独立辅助证据。,,,,,,,,,,,,100,primary_gate和proof_needed为空；report_status=stopped或partial_no_core。,core_stop,目前缺少足够证据说明什么会真正让你接受一段关系，系统会停止核心判断。,不得用SELF、FLOW、M1或TEMPO补写核心门槛。,停止,门控,待验证,,,V0.8
M2-SYNTH-090,U01主次分层｜主门槛加第二道检查,L7 总合成与报告引擎,跨模块合成,通用,组合,DUAL U01,primary/secondary,DUAL=U01且两维度独立；主项达到核心阈值，次项达到辅助阈值。,,,,,,,,,,,,96,输出1主1次；次项文案使用“也会影响/第二道检查”，不使用“缺一不可”。,dual_relation,你有一项更稳定的核心条件，另一项像加分或第二道检查；它重要，但未必每次都具有同等决定力。,不得把U01写成两个同等核心。,高,门控,待验证,,,V0.8
M2-SYNTH-091,U02双核心并行｜同时观察不同问题,L7 总合成与报告引擎,跨模块合成,通用,组合,DUAL U02,两项独立核心,DUAL=U02；K01/K02通过；两项分差小且各有独立证据。,,,,,,,,,,,,96,输出primary_gate＋secondary_gate；dual_sequence=并行；necessity_level=两项重要。,dual_relation,你通常会同时观察两类不同条件，它们分别解决不同问题，因此不能简单用一项代替另一项。,不得默认少一项就绝对不会进入。,高,门控,待验证,,,V0.8
M2-SYNTH-092,U03双层先后｜按FLOW确定顺序,L7 总合成与报告引擎,跨模块合成,通用,组合,DUAL U03,FLOW sequence,DUAL=U03；FLOW提供可靠先后或桥接结构。,,,,,,,,,,,,97,输出first_gate、second_gate和sequence_explanation；先后不改变主次分值。,dual_sequence,你往往先通过第一项条件让关系进入评估，再用第二项完成复核；先出现的不一定比后出现的更重要。,不得把确认先后误写成现实时间固定或重要性排序。,高,门控,待验证,,,V0.8
M2-SYNTH-093,U04往返验证｜条件互相校准,L7 总合成与报告引擎,跨模块合成,通用,组合,DUAL U04,FLOW闭环,DUAL=U04；FLOW显示双向往返或闭环；两项均有效。,,,,,,,,,,,,95,dual_sequence=往返；报告说明反复校准；TEMPO决定轮次。,dual_sequence,你可能会在两项条件之间反复校准：看到一种表现后回到自己的标准，再观察对方后续是否继续兑现。,不得把往返写成犹豫不决或情绪反复。,中高,门控,待验证,,,V0.8
M2-SYNTH-094,U05情境切换｜明确加快与放慢条件,L7 总合成与报告引擎,跨模块合成,通用,组合,DUAL U05,情境条件,DUAL=U05；不同对象/阶段有可靠条件改变优先项。,只有冲突、没有可解释触发条件。,,,,,,,,,,,92,输出context_switch_conditions；selection_clarity倾向C03；tempo可T04。,dual_relation,不同对象或现实阶段，可能让你先使用不同标准；报告会写清楚什么情况更看重哪一项。,不得只写“看情况”或“反复无常”。,中,门控,待验证,,,V0.8
M2-SYNTH-095,U06同义收敛｜删除次门槛,L7 总合成与报告引擎,跨模块合成,通用,路由,DUAL U06,同义候选,DUAL=U06。,,,,,,,,,,,,100,secondary_gate=null；dual_status=false；保留merged_terms供basis。,dual_relation,两项说法实际指向同一个核心条件，系统会合并成一句更清楚的话。,不得在U06下保留双门槛标题。,高,门控,待验证,,,V0.8
M2-SYNTH-096,U08未决｜只保留候选不发布双层,L7 总合成与报告引擎,跨模块合成,通用,降级,DUAL U08,低置信/冲突,DUAL=U08或关键独立性未通过。,,,,,,,,,,,,98,dual_status=undetermined；secondary_gate不进入简版；专业版说明候选与不确定原因。,dual_relation,目前能看到第二项可能重要，但证据不足以确定它是加分、先后步骤还是独立核心。,不得把未决候选包装成确定双重标准。,低,门控,待验证,,,V0.8
M2-SYNTH-097,A01主动筛选｜与门槛合成,L7 总合成与报告引擎,跨模块合成,通用,组合,SELF A01,GATE/CORE,SELF=A01且primary_gate可用。,,,,,,,,,,,,90,agency_sentence=先用自身条件评估；不得暗示一定拒绝或进入快。,agency_pattern,你通常先用自己的关系条件评估对方，再决定是否接受推进；这说明判断权较集中在你自己手里。,不得写成强势、挑剔或一定慢热。,中高,门控,待验证,,,V0.8
M2-SYNTH-098,A02双向确认｜与路径合成,L7 总合成与报告引擎,跨模块合成,通用,组合,SELF A02,FLOW,SELF=A02且FLOW有往返或双方证据参与。,,,,,,,,,,,,92,agency_sentence=双方回应和协商共同完成确认；可强化D03/F11。,agency_pattern,你更像在双方持续回应、协商和兑现中完成决定，而不是只按预设或只跟着对方走。,不得写成没有标准或左右摇摆。,中高,门控,待验证,,,V0.8
M2-SYNTH-099,A03易受对方节奏推动｜保持中性,L7 总合成与报告引擎,跨模块合成,通用,组合,SELF A03,外部推进,SELF=A03且至少两类独立证据成立。,,,,,,,,,,,,94,agency_sentence=外部信号较早参与决定；必须同时保留内部复核和边界句。,agency_pattern,当对方给出明确、持续的关系信号时，关系可能较早进入你的评估，你随后再逐步复核自己的标准。,不得写成没主见、恋爱脑、依赖或容易被控制。,中高,门控,待验证,,,V0.8
M2-SYNTH-100,A04情境化选择｜禁止固定人格化,L7 总合成与报告引擎,跨模块合成,通用,组合,SELF A04,情境差异,SELF=A04。,,,,,,,,,,,,92,agency_sentence=选择方式随对象/阶段变化；必须列出可靠触发条件或说明证据弱。,agency_pattern,不同对象和现实阶段可能让你使用不同的选择方式，当前不适合把你固定成一种主动或被动模式。,不得写成反复无常或没有原则。,中,门控,待验证,,,V0.8
M2-SYNTH-101,SELF与FLOW一致｜增加解释一致度,L7 总合成与报告引擎,跨模块合成,通用,增强,agency_pattern,direction_mode,SELF和FLOW在自主方向上语义一致，且来自至少一个独立来源。,完全同源。,,,,,,,,,,,88,consistency_bonus +5；不改变字段权威。,cross_consistency,你的选择位置和确认路径指向同一种决策方式，因此最终说明会更连贯。,不得把语义一致直接升级为高置信，仍需独立证据。,中高,门控,待验证,,,V0.8
M2-SYNTH-102,SELF与FLOW张力｜优先路由往返或降置信,L7 总合成与报告引擎,冲突路由,通用,组合,agency_pattern,direction_mode,SELF与FLOW给出方向相反的高置信候选。,可由阶段差异解释。,,,,,,,,,,,96,先检查D03往返/Z差速；可解释则保留阶段分工；不可解释则conflict_penalty -12并降置信。,conflict_log,你可能在不同阶段使用不同方式：例如先受对方行动触发，再回到自己的标准复核；若无法解释，系统会降低确定度。,不得简单选分数更高的一边并删除另一边。,门控,门控,待验证,,,V0.8
M2-SYNTH-103,FLOW直接、TEMPO较快｜条件性一致,L7 总合成与报告引擎,跨模块合成,通用,组合,直接路径,T01,FLOW为直接或短路径；TEMPO=T01；关键证据可同步持续出现。,只有单次表现。,,,,,,,,,,,88,生成“路径短＋证据充分时较快确认”；不省略持续性门槛。,tempo_explanation,当关键表现能够清楚、连续地命中核心条件时，你可能用较少环节完成确认。,不得把直接路径写成一次行为即可确认。,中高,门控,待验证,,,V0.8
M2-SYNTH-104,FLOW直接、TEMPO较慢｜不是冲突,L7 总合成与报告引擎,跨模块合成,通用,组合,直接路径,T02/T03,FLOW路径清楚但关键门槛要求重复、跨情境或持续验证。,,,,,,,,,,,,91,保留“顺序清楚、证据积累较长”；不记冲突罚分。,tempo_explanation,你可能很清楚自己先看什么，但仍需要它持续成立；路径明确不等于确认一定快。,不得因FLOW直接强行改为T01。,高,门控,待验证,,,V0.8
M2-SYNTH-105,FLOW积累、TEMPO慢热｜形成稳定解释,L7 总合成与报告引擎,跨模块合成,通用,增强,F10/闭环/多轮,T03,FLOW显示熟悉积累、重复验证或闭环；TEMPO=T03。,完全同源且无其他状态证据。,,,,,,,,,,,89,consistency_bonus +5（独立时）；生成积累机制。,tempo_explanation,你的确定感更容易在重复接触和跨情境一致中形成，这与慢热积累的节奏相互印证。,不得推断一定从朋友发展或一定需要很久。,中高,门控,待验证,,,V0.8
M2-SYNTH-106,FLOW多路径、TEMPO状态不定｜写清情境条件,L7 总合成与报告引擎,跨模块合成,通用,组合,F12/多路径,T04,FLOW=F12或多路径并列；TEMPO=T04。,,,,,,,,,,,,90,输出acceleration_condition和deceleration_condition；不只写“状态不定”。,tempo_explanation,不同对象或阶段会改变你的确认入口；当关键证据能同步出现时会加快，需要分步验证时会放慢。,不得写成感情复杂或反复无常。,中,门控,待验证,,,V0.8
M2-SYNTH-107,外部快、内部慢｜Z02差速合成,L7 总合成与报告引擎,跨模块合成,通用,组合,对方推进快,内部复核慢,TEMPO=Z02或CORE外显＋SELF/FLOW要求复核。,,,,,,,,,,,,93,分开写evaluation_entry_speed与internal_confirmation_speed；agency不被覆盖。,external_internal_gap,对方的行动可能让关系很快进入你的评估，但你内心仍需要观察和复核，两种速度可以同时存在。,不得把关系进入评估写成用户已经接受。,高,门控,待验证,,,V0.8
M2-SYNTH-108,内部快、正式进入慢｜Z03差速合成,L7 总合成与报告引擎,跨模块合成,通用,组合,内部确认较快,现实/双方条件,用户内部标准清楚并已确认；正式关系受双方表态或现实安排影响。,,,,,,,,,,,,90,formal_entry_speed单独说明；不把外部条件写成用户犹豫。,external_internal_gap,你可能已经知道自己愿不愿意，但正式进入仍需要双方表态和现实条件配合。,不得把正式进入较慢解释为内心不确定。,中高,门控,待验证,,,V0.8
M2-SYNTH-109,双重门槛｜不自动判慢,L7 总合成与报告引擎,跨模块合成,通用,门控,DUAL有效,TEMPO,存在U01/U02/U03/U04/U07。,,,,,,,,,,,,98,TEMPO仍由证据能否同步出现、是否需重复验证决定；不得自动T03。,tempo_guard,两项条件都重要，不代表一定慢；如果同一组持续行为能够同时证明两项，确认过程仍可能较短。,不得由门槛数量直接推断速度。,门控,门控,待验证,,,V0.8
M2-SYNTH-110,单一门槛｜不自动判快,L7 总合成与报告引擎,跨模块合成,通用,门控,单门槛,TEMPO,dual_status=false。,,,,,,,,,,,,98,若门槛要求稳定、熟悉或多轮证据，仍可T02/T03。,tempo_guard,只有一项核心条件，也可能需要长时间稳定验证，因此不能自动写成较快确认。,不得由单门槛直接判T01。,门控,门控,待验证,,,V0.8
M2-SYNTH-111,真合化跨模块｜所有相关字段统一重算,L7 总合成与报告引擎,冲突路由,通用,路由,transformed_source_id,六模块,关键基础事实真合化，至少两个模块仍引用原source_id。,,,,,,,,,,,,100,撤回原候选；按化神重新运行受影响模块；SYNTH不得局部修补。,transformation_reroute,一旦关键性质真正转化，相关门槛、路径和节奏都会统一重算，不会只改一处。,不得同时保留原性质和化后性质的最终字段。,停止,门控,待验证,,,V0.8
M2-SYNTH-112,三项以上门槛候选｜压缩为一主一次,L7 总合成与报告引擎,跨模块合成,通用,门控,3+ gate candidates,输出限制,内部有三个或更多独立维度达到候选阈值。,,,,,,,,,,,,97,按权威、分值、独立性和DUAL功能选择最多2项；其余进入basis或discard_log。,output_limit,即使内部识别出多项标准，最终也只保留最能解释实际选择的一主一次，避免报告失去重点。,不得输出三核心、四核心等无可读性结构。,门控,门控,待验证,,,V0.8
M2-SYNTH-113,高置信冲突未解决｜整体置信封顶,L7 总合成与报告引擎,冲突路由,通用,降级,两个高权威高置信结果,同一字段冲突,同一字段存在两个不可同时成立的高置信候选，且无法用阶段、主次、去重或合化解释。,,,,,,,,,,,,100,记录conflict_log；该字段confidence上限=中低；overall_confidence上限=中。,conflict_cap,如果两个可靠模块对同一个问题给出无法兼容的答案，系统会明确降低确定度，而不是强行选择一个。,不得静默覆盖冲突或取平均后假装一致。,低,门控,待验证,,,V0.8
M2-SYNTH-114,无可发布核心｜停止生成完整叙事,L7 总合成与报告引擎,冲突路由,通用,停止,primary_gate/proof_needed,发布门槛,primary_gate与proof_needed均为空或低于最低阈值。,,,,,,,,,,,,100,report_status=stopped；只输出stop_reason和边界，不生成完整人格化报告。,report_status,缺少核心门槛和资格证据时，系统不会用路径、节奏或心动偏好拼成一份看似完整的关系报告。,不得在核心字段缺失时发布确定叙事。,停止,门控,待验证,,,V0.8
M2-SYNTH-115,置信映射｜等级转内部基础分,L7 总合成与报告引擎,置信计算,通用,基础,confidence_base,numeric_score,模块提供高、中高、中、中低、低、停止。,,,,,,,,,,,,92,高90；中高80；中68；中低55；低40；停止0。,confidence_score,置信等级会先转换为统一内部分值，随后再根据证据独立性和冲突情况校正。,不得把内部数值当作统计概率。,中,门控,待验证,,,V0.8
M2-SYNTH-116,字段分值｜权威系数加权,L7 总合成与报告引擎,置信计算,通用,基础,field_authority,candidate_score,多个模块为同一字段提供候选。,,,,,,,,,,,,94,field_score=主来源基础分×权威系数＋独立支持－罚分；封顶100。,field_score,最终字段不是简单取最高分，而是优先看负责该问题的模块，再看其他独立证据是否支持。,不得只按候选原始分排序。,中高,门控,待验证,,,V0.8
M2-SYNTH-117,独立支持｜一条独立佐证加分,L7 总合成与报告引擎,置信计算,通用,增强,独立source_group,同维度/互补支持,字段主来源之外有一组独立基础证据支持同一结论。,该证据同源或完全派生。,,,,,,,,,,,90,support_bonus +6；单字段独立支持总加分封顶+10。,field_score,另一条独立信息指向同一结论时，系统会适度提高确定度。,不得对同源重复证据加支持分。,中高,门控,待验证,,,V0.8
M2-SYNTH-118,多重独立支持｜两组以上封顶,L7 总合成与报告引擎,置信计算,通用,增强,2+独立source_group,同一字段,字段有两组或更多独立支持。,,,,,,,,,,,,90,support_bonus总计+10；不因更多来源无限增加。,field_score,多项独立信息相互印证会增强结论，但系统会设置上限，避免证据数量过多造成虚假确定。,不得把支持数量线性换算为准确率。,中高,门控,待验证,,,V0.8
M2-SYNTH-119,同源支持｜零加分但保留解释,L7 总合成与报告引擎,置信计算,通用,门控,同一source_group,cross-module support,其他模块的支持来自相同证据组。,,,,,,,,,,,,96,support_bonus=0；写入corroboration_only=true。,field_score,同一信息在多个模块中出现可以让解释更完整，但不会提高独立置信度。,不得把跨模块重复当成独立印证。,门控,门控,待验证,,,V0.8
M2-SYNTH-120,已解决分歧｜轻微罚分,L7 总合成与报告引擎,置信计算,通用,修正,resolved_conflict,authority/阶段路由,两个候选一度不同，但已通过字段权威、阶段分工或主次结构解释。,,,,,,,,,,,,86,conflict_penalty -5；若只是互补而非冲突则不罚。,field_score,不同模块侧重点不同时，只要能清楚分工，结论仍可保留，但系统会对残余不确定性做轻微调整。,不得把所有维度差异都记为冲突。,中,门控,待验证,,,V0.8
M2-SYNTH-121,未解决冲突｜显著罚分,L7 总合成与报告引擎,置信计算,通用,降级,unresolved_conflict,同一字段,同一字段有不可兼容高置信候选，无法路由。,,,,,,,,,,,,98,conflict_penalty -12；两个高置信时-18；字段上限=中低。,field_score,无法解释的冲突会明显降低确定度，并在专业版中说明冲突来源。,不得通过平均分掩盖不可兼容结论。,低,门控,待验证,,,V0.8
M2-SYNTH-122,权威模块缺失｜相关字段缺失罚分,L7 总合成与报告引擎,置信计算,通用,降级,missing_authority_module,field,字段权威模块partial/stopped，使用合法fallback。,,,,,,,,,,,,92,missing_penalty -8；字段置信上限=中。,field_score,使用回退模块补位时，系统会保留结果，但会明确降低确定度。,不得让fallback字段达到高置信。,中,门控,待验证,,,V0.8
M2-SYNTH-123,模块停止｜该字段计零或留空,L7 总合成与报告引擎,置信计算,通用,停止,module stopped,field,权威模块停止且无合法fallback。,,,,,,,,,,,,100,field_score=0；字段不发布。,field_score,没有可靠依据的字段会留空，不会因为其他部分很完整就被带着发布。,不得把整体高分分摊到停止字段。,停止,门控,待验证,,,V0.8
M2-SYNTH-124,主门槛发布阈值｜最低65,L7 总合成与报告引擎,置信计算,通用,门控,primary_gate score,publish,primary_gate field_score已计算。,,,,,,,,,,,,95,≥65可发布；55—64仅专业版候选；<55留空。,publishability,核心门槛只有达到足够证据强度才进入用户正文，较弱候选只保留在专业说明中。,不得把低于阈值的候选写成核心结论。,门控,门控,待验证,,,V0.8
M2-SYNTH-125,资格证据发布阈值｜最低60,L7 总合成与报告引擎,置信计算,通用,门控,proof_needed score,publish,proof_needed field_score已计算。,,,,,,,,,,,,95,≥60可发布；50—59仅候选；<50留空。,publishability,对方需要怎样证明自己，必须有足够明确的行为依据才会写入报告。,不得用抽象形容词代替未达阈值的行为证据。,门控,门控,待验证,,,V0.8
