source_group,model,relative_path,filename,extension,category,status,runtime_load,size_bytes,sha256,notes
当前页面,M5,M5_CALIBRATION_案例主档导入模板_V0.10.csv,M5_CALIBRATION_案例主档导入模板_V0.10.csv,.csv,校准资产,calibration,否,279,789bee0674cf724dc756bc8c64eb6f310033fb4bc3d81c638967fcd3e420deeb,
当前页面,M5,M5_CALIBRATION_真实伴侣案例校准工作台_V0.10.xlsx,M5_CALIBRATION_真实伴侣案例校准工作台_V0.10.xlsx,.xlsx,校准资产,deprecated_duplicate,否,401699,44cec68948390eed1694987e8ef96d91f1aaa4967b6bff9863187d387652b305,被后续M5_CALIBRATION_真实案例校准工作台_V0.10.xlsx替代
当前页面,M5,M5_CALIBRATION_真实案例校准工作台_V0.10.xlsx,M5_CALIBRATION_真实案例校准工作台_V0.10.xlsx,.xlsx,校准资产,calibration,否,243008,8bf0113cd6231a00b6bcbfaaebbcfa0dc675781960ba8614157d48c7e6a101f8,
当前页面,M5,M5_CALIBRATION_规则命中导入模板_V0.10.csv,M5_CALIBRATION_规则命中导入模板_V0.10.csv,.csv,校准资产,calibration,否,192,767ffdfe53f874bba20ea6615507c81755e4dbba3a9c0f6fc19f3f5c027aa71e,
当前页面,M5,M5_EXCHANGE_表达支持投入与双向交换原子规则表_V0.4.csv,M5_EXCHANGE_表达支持投入与双向交换原子规则表_V0.4.csv,.csv,原子规则CSV,authoritative,是,913224,8c6856a5ff163ab4e676fa8f2203e7bba461e4ffabac53acbaae015d16296e63,
当前页面,M5,M5_EXCHANGE_表达支持投入与双向交换原子规则表_V0.4.xlsx,M5_EXCHANGE_表达支持投入与双向交换原子规则表_V0.4.xlsx,.xlsx,模块工作簿,mirror,否,177490,8d11b9f6b21158f5c41da18e74415f821442324d7d9e5e2662411a9aa117febc,
当前页面,M5,M5_GAP_心动准入相处盲点与适配差异原子规则表_V0.8.csv,M5_GAP_心动准入相处盲点与适配差异原子规则表_V0.8.csv,.csv,原子规则CSV,authoritative,是,1296523,d2dc02784b34d42101200c7197e807ed1e416d1f9e7b7c5190e0bfac633da5b8,
当前页面,M5,M5_GAP_心动准入相处盲点与适配差异原子规则表_V0.8.xlsx,M5_GAP_心动准入相处盲点与适配差异原子规则表_V0.8.xlsx,.xlsx,模块工作簿,mirror,否,245169,d6748b858428cc52a3e323452ce226de8e4d27e6ce21a6bbbc97543a14d5d697,
当前页面,M5,M5_PARTNER_伴侣功能画像与可观察行为原子规则表_V0.3.csv,M5_PARTNER_伴侣功能画像与可观察行为原子规则表_V0.3.csv,.csv,原子规则CSV,authoritative,是,795938,7798659489ceb12ad9d84ba11d6b3855c5e55af3828591142d001f8cdb034915,
当前页面,M5,M5_PARTNER_伴侣功能画像与可观察行为原子规则表_V0.3.xlsx,M5_PARTNER_伴侣功能画像与可观察行为原子规则表_V0.3.xlsx,.xlsx,模块工作簿,mirror,否,172080,719e104517d7748ffddc55cbaafc66bd23ed924fc068efcefc1a9518315e6b09,
当前页面,M5,M5_REPAIR_冲突顺序修复协议与状态协同原子规则表_V0.6.csv,M5_REPAIR_冲突顺序修复协议与状态协同原子规则表_V0.6.csv,.csv,原子规则CSV,authoritative,是,1208162,39f0fada585df95169862d2d0cd8f5f5c4527cd3ecaf00c24670f6d320de8bae,
当前页面,M5,M5_REPAIR_冲突顺序修复协议与状态协同原子规则表_V0.6.xlsx,M5_REPAIR_冲突顺序修复协议与状态协同原子规则表_V0.6.xlsx,.xlsx,模块工作簿,mirror,否,215999,1c597f36ae5d713ab6f9a456464d9f0feed687f164c34982587ea39d6c0b9fdc,
当前页面,M5,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,.csv,原子规则CSV,authoritative,是,1272301,3e741cf6dddeaf6f4fffe8d5a2490a6acbcc922ee76a1b25f21153065fb96509,
当前页面,M5,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.xlsx,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.xlsx,.xlsx,模块工作簿,mirror,否,225355,1e53bd396a8d435bc1f3b976088c5ac3c0d8605a204bbf76fd0f76015a7c44a4,
当前页面,M5,M5_SYNTH_总合成规则原子表_V0.9.csv,M5_SYNTH_总合成规则原子表_V0.9.csv,.csv,原子规则CSV,authoritative,是,587989,562af56a3056a898446a76796abbc71b6de587fc367be73f0a2e225ce2816e42,
当前页面,M5,M5_关系适配总规则库_V0.9.xlsx,M5_关系适配总规则库_V0.9.xlsx,.xlsx,总规则库,authoritative,参考/运行时索引,966423,5472a720ea41a240c90a23dfc67c7991f0c8c5365e93170b33cab948b925b482,
当前页面,M5,M5_关系适配真实案例校准方案_V0.10.md,M5_关系适配真实案例校准方案_V0.10.md,.md,校准资产,calibration,否,8308,4866bd33b62b59af3ed9bb85cced10081f5f7348e6faf71e9b6a4621e03abb33,
当前页面,M5,M5_关系适配知识库设计文档_V0.1.md,M5_关系适配知识库设计文档_V0.1.md,.md,设计文档,historical,否,37997,ba04de896413abd28e5d0eed9e289c5825620f9b8100d88ee74e7173a04f3849,
当前页面,M5,M5_关系适配知识库设计文档_V0.2.md,M5_关系适配知识库设计文档_V0.2.md,.md,设计文档,historical,否,111471,8ee6a69462bbd30f8ab26912dc4c28b9ccfb27d420f38365f08a3a8a3184b2f5,
当前页面,M5,M5_关系适配知识库设计文档_V0.3.md,M5_关系适配知识库设计文档_V0.3.md,.md,设计文档,historical,否,192685,41bf9ef506c5e6e8b1f8c2a4f71a33c38f14dc5c2d37862630cd496c677bf9c3,
当前页面,M5,M5_关系适配知识库设计文档_V0.4.md,M5_关系适配知识库设计文档_V0.4.md,.md,设计文档,historical,否,287931,dc3df54e5c217101e12128724ac18540763379ec01641a627c153ec6ba817d5b,
当前页面,M5,M5_关系适配知识库设计文档_V0.5.md,M5_关系适配知识库设计文档_V0.5.md,.md,设计文档,historical,否,392363,29067cfe52a34421f9a6bbea59026bdfd2932c24f08064505412b6f1d26c9f44,
当前页面,M5,M5_关系适配知识库设计文档_V0.6.md,M5_关系适配知识库设计文档_V0.6.md,.md,设计文档,historical,否,505359,e4579cfc021b78fdea60872169cbc96249483337d82a27162eaae5a6ce0f3e0f,
当前页面,M5,M5_关系适配知识库设计文档_V0.7.md,M5_关系适配知识库设计文档_V0.7.md,.md,设计文档,historical,否,622630,ffa2b1638bc9d8159ef79389c916d50d07182702c16cbe35b034492e4285d5c5,
当前页面,M5,M5_关系适配知识库设计文档_V0.8.md,M5_关系适配知识库设计文档_V0.8.md,.md,设计文档,historical,否,741191,61dd5820a50ba086bfa8d3bd0774eb8780501b4b9e072f093af2172d44c7b191,
当前页面,M5,M5_关系适配知识库设计文档_V0.9.md,M5_关系适配知识库设计文档_V0.9.md,.md,设计文档,authoritative,否,785707,1fb0bd07f7d98e9bee4ba6af3898f101059873c057311e0e1f3d8df4172ba6d3,
当前页面,M5,M5_关系适配统一输出JSON_Schema_V0.9.json,M5_关系适配统一输出JSON_Schema_V0.9.json,.json,JSON Schema,authoritative,是,23740,f04bd2963c94195ba96c43bff7148fe86fecdab1f5a91f1eb84ecd0d4e0175b9,
